price,yr_built
1.80E+06,2000
759000,1941
970000,1990
280000,1950
690000,1978
789900,1987
447500,1926
440000,1974
278000,1994
980000,1904
245000,1996
287000,1971
435000,1988
585000,1989
616000,1957
203000,1978
860000,1920
833000,1973
565000,2003
572500,1991
254000,1955
1.53E+06,1971
900000,2003
899000,1996
560000,1943
512500,1976
775000,1924
200000,1953
172000,1943
219900,1956
641200,1952
473000,1982
540000,1984
295000,1945
370000,1908
1.73E+06,1906
275000,1922
89000,1969
175000,1975
490000,1989
342400,1986
345000,1904
399000,1946
550000,1960
652450,1974
438000,1953
605000,1941
395000,1969
449950,1902
651100,2003
241000,1945
3.42E+06,2014
268500,1969
200000,1956
400375,1946
429000,2005
230000,1903
1.20E+06,1982
314200,1918
513000,1967
535000,1908
420000,1980
345950,1989
483500,1931
695000,2001
295000,1993
434975,1976
513000,1992
360000,1963
234900,1956
963000,2007
595000,1924
942500,2006
1.03E+06,2002
350000,1904
416500,1991
209900,1912
802000,1907
230000,1960
489000,1982
497000,1956
250000,1965
925000,1994
390000,1991
415000,1988
785000,1952
575000,1907
170000,1924
750000,1915
230000,1967
855000,1978
235000,1967
335000,1937
1.20E+06,1952
677000,1927
575000,1925
450000,1924
817250,1999
440000,1968
526000,1900
762500,1986
325000,2000
840000,1998
377500,1939
212500,1954
749400,1985
663000,1974
1.48E+06,1953
261000,1957
515000,1997
410000,1987
336000,1969
440000,1948
908950,2014
554000,1968
387000,2003
268643,1961
514000,1954
420000,1977
199000,1968
225000,1949
320000,1993
204995,1904
376000,2005
705000,2004
725995,2001
285000,1977
285000,1987
731000,2005
1.56E+06,1986
510000,1955
620000,1909
1.11E+06,1989
796000,2005
255000,1943
807000,2000
315000,2000
637000,1986
2.73E+06,1906
490000,1981
253000,1962
325900,2004
425000,1952
215000,1997
315000,1997
724800,1926
295000,1953
509007,1951
306000,1910
205000,1984
275000,1968
685000,1963
465000,1969
560000,1968
458500,1964
354000,1959
441000,1998
194000,1952
316500,1991
524950,1929
1.05E+06,1983
925000,1975
780000,1924
241000,2005
519000,1954
286000,1918
400000,1962
255000,1923
152000,1953
599000,1972
330000,2001
461000,1926
620000,1995
352500,1958
435000,1988
725000,2006
300000,1982
252000,1989
464625,1974
340000,1950
1.33E+06,1905
455000,1969
495000,2003
925000,2002
587000,2006
524000,1944
1.03E+06,1905
176000,1980
249900,1947
499500,1988
600000,1974
294000,2003
272000,1963
390000,1996
700000,1971
635000,2006
920000,1929
500000,1983
263500,1942
975000,1967
575000,2001
822000,1987
300000,1954
487600,1999
500000,1955
680000,2014
419000,2004
450000,1949
650000,1926
550000,1964
330000,1942
282510,1932
2.39E+06,2000
230000,1983
750000,1909
321000,2002
2.20E+06,1980
245000,1958
510000,1913
751000,2004
675000,1987
295000,1967
312000,1925
730000,1988
762500,2005
150000,1910
270000,1954
400000,1963
650000,2002
530000,1954
248000,1954
760000,1949
199000,1960
240000,1960
415000,1945
228000,1959
525000,1992
399950,1940
781000,1988
827000,2004
525000,1968
671300,2004
175000,1919
1.10E+06,1963
800000,1966
329950,2002
445000,1979
237000,1979
1.11E+06,1945
438900,2006
1.28E+06,1915
600000,2005
670000,2002
519000,2004
320000,1984
270000,2005
1.00E+06,1998
330000,1907
657500,1956
450000,1967
150000,1928
792500,2004
540000,1978
229900,1968
533000,2003
239000,1977
713900,2000
427500,1999
302000,1955
1.15E+06,1991
555000,2006
495000,1996
495000,1953
340000,1947
464950,1983
320000,1998
440000,2009
686000,1961
555000,1976
361500,1909
1.24E+06,1923
154950,1966
247200,1982
250000,1984
590300,1907
541125,1960
310000,2004
704111,1976
277500,1964
325000,1954
289200,1995
185000,1908
1.45E+06,2007
420550,1947
603000,1968
345000,1903
650000,1928
589950,1973
309950,2007
775000,1998
590000,1918
863500,1905
517500,1943
700000,1922
699000,1956
350000,2005
795000,1987
543000,1962
325000,2001
337500,1900
425000,1955
780000,1986
259000,1948
524400,1968
260000,2003
273000,1990
639900,1997
420000,2001
510500,1957
290000,1947
226000,1944
300000,1916
407450,1967
390000,1965
1.06E+06,1965
610000,1991
239975,1959
375000,1987
742500,2004
450000,1956
300000,1967
216600,1975
525000,1924
455000,1954
390000,1986
450000,1982
382000,1924
287000,1987
460000,1971
435000,2009
575000,1935
626700,1906
352000,1922
650000,1951
197000,1962
340000,1977
560000,1968
354000,1972
670000,1999
769000,2005
650000,1940
650000,1953
289950,1970
300000,1977
471000,1962
639000,1990
287000,1952
740000,1992
499922,1990
675000,1986
738515,2014
445000,1956
1.04E+06,1953
346000,1917
450000,1940
350000,1975
2.40E+06,1907
594950,1977
1.70E+06,2004
219000,1984
450000,2004
402000,1992
275000,1942
421500,1948
560000,1994
314000,1966
287000,1942
277000,1925
337500,1950
792000,1999
435000,1999
313100,1977
575000,1924
510000,1972
299950,1941
1.03E+06,1953
364000,1957
335000,1965
219950,1954
215000,1991
640000,1979
535000,1925
253000,1973
650000,1994
672000,1930
606000,1950
292000,1981
289950,1992
257500,1968
380000,1971
360000,2010
269500,1976
449000,2005
375000,1948
2.20E+06,2002
810000,1988
994000,2005
275000,1979
300000,2008
380000,2013
200000,1957
635000,2009
280000,1939
574000,2002
1.05E+06,1952
545000,1988
271950,1962
630000,1959
400000,1984
334000,1998
332500,1972
525000,2007
408000,1991
846450,2003
411100,1958
409124,1999
335950,1951
480000,1963
280000,1957
668000,1999
750000,2010
394475,1955
848000,1928
675000,1907
175000,1958
560000,1952
538888,1987
359000,1991
300000,2001
273000,1989
670000,2003
530000,1984
625000,1927
248000,1954
533000,1990
549950,1991
485000,1959
353500,2001
435000,1976
241000,1951
885000,1921
799200,1906
760000,1973
270000,1922
675000,1969
499000,1977
1.20E+06,1984
320000,2005
890000,2000
275000,1978
490000,1994
550000,1906
390000,1959
277000,1968
236000,1994
265953,1975
545000,1974
535000,1991
1.45E+06,1967
490000,2003
319950,1954
625000,1960
248000,1968
475000,1966
410000,1962
670000,1909
430000,1968
313000,1954
950000,1988
751750,1902
760000,2003
310650,1969
367500,1997
580000,2001
580000,1905
665000,1987
239950,1979
470000,1998
733000,1930
250000,1962
402000,1957
295000,1999
355000,1976
289000,1968
376000,1982
212700,1926
325000,1983
415000,2002
935000,1981
372000,1990
240000,1957
334950,1980
426500,2005
430000,1952
400000,1967
455850,1964
1.97E+06,2003
400000,1986
397500,1954
755000,2005
287000,1962
480000,1976
490000,1995
365000,1991
260000,2005
505000,1929
260000,1922
430000,1922
905000,1993
440000,1977
439500,1950
270000,1944
306500,1998
380000,2003
215000,1969
299900,1950
1.45E+06,1995
239950,1942
494000,1973
317500,1963
670000,1977
650000,2004
852000,1983
250000,1983
264950,1964
582500,1942
384000,1998
817000,1926
320000,1971
445800,1977
263300,1951
215000,1952
842500,1921
850000,1921
386000,1990
251100,1996
435000,1978
870000,2000
800000,1954
555000,1968
280000,1932
356000,1916
675000,2004
605000,1976
690500,1908
437000,2005
850000,1966
350000,1904
480000,1926
379500,1989
600000,2012
1.44E+06,1992
303000,2007
800000,1953
549000,1906
324950,1964
170000,1948
178000,1969
144000,1958
1.58E+06,1954
258000,1932
345000,1950
470000,1965
2.90E+06,1925
350000,1969
225500,1972
473000,1942
279000,1962
470000,1948
565000,1925
695000,1952
315000,1991
529000,1993
750000,1967
481500,1993
211000,1987
455000,1973
238950,1938
722500,2003
795000,1973
327500,1971
585000,2006
775000,1939
645000,2001
445000,1968
257950,1987
375000,1959
245000,1994
725000,1990
702000,2005
330000,1943
940000,1912
354500,1950
279950,1914
284000,1989
480000,1959
647500,1959
625000,1993
152000,1978
322000,1961
445000,1916
595000,1907
165000,1981
278500,1990
517500,1973
343566,1954
286285,1977
474905,1959
550000,1960
286000,1993
900000,1980
449950,1985
259000,1966
340000,1969
785000,1994
490000,1910
344950,1941
950000,1905
810000,1958
998160,1976
377000,1979
595000,1984
313300,1911
360000,1941
188000,1979
755000,1994
1.29E+06,1917
455000,1940
817500,2005
550000,2002
260000,1978
320000,1999
1.15E+06,1999
362000,1985
503500,1997
653000,2006
760000,1991
775000,1916
1.34E+06,1955
417500,1954
525000,1969
217000,1934
525000,1985
442500,1976
525000,1955
425500,1967
710000,1990
545000,1991
410000,1967
245000,1980
194900,1923
284000,2003
280000,1936
280000,1970
360000,1943
405000,1942
865000,2000
483300,1955
355000,1985
274950,1990
1.93E+06,1998
755000,1989
1.94E+06,2000
309212,1979
219950,1984
690000,1920
250800,1943
557500,1994
941000,1926
3.65E+06,1936
305000,1977
815000,1949
1.02E+06,1954
1.24E+06,1928
535000,1990
775000,1949
255000,1994
327000,1947
560000,1976
1.34E+06,1998
199500,1977
760000,2004
439000,1994
527000,1961
199950,1948
254000,1988
393000,1921
585000,1979
450000,1923
565000,2005
330000,1986
870000,1992
585000,1966
500000,1977
225000,1979
295000,1979
775000,1976
280000,1981
539000,1923
567500,1953
442500,1960
598200,1997
610000,1955
544900,2004
557500,2001
532500,1979
1.35E+06,1985
750000,1920
530000,1983
346100,2003
260000,1977
365000,1959
615000,1983
318400,1994
498500,1993
450000,1971
200000,1988
234000,1968
121800,1947
805000,1929
410000,1963
475000,1986
1.34E+06,1986
269000,1947
573000,1979
330000,2001
252750,1944
745000,2007
280000,1991
535000,1974
580000,1953
301000,1968
600000,1968
538900,2005
366000,2006
303000,2003
432000,2007
300000,1945
908800,1939
500000,1940
254000,1959
470000,1924
480000,1967
536000,1983
1.35E+06,2006
550000,1980
260000,1976
284900,2006
740000,2002
425000,1920
230000,1965
675000,1926
267500,1986
814000,1952
1.25E+06,1989
460000,1985
445000,1994
715000,2004
425000,1947
370000,2009
302000,1937
453000,1956
290000,1969
1.04E+06,1988
925000,1967
600000,1993
354000,1981
204950,1978
675000,2005
995000,1986
800000,1957
472500,1996
549950,1969
575575,1925
545000,2006
340000,1963
225000,1963
299950,1983
829900,2001
340000,2007
515000,1975
601000,1992
470000,1994
371500,1954
550000,1980
242550,1995
367500,1961
359000,1996
204900,1984
850000,1969
187000,1985
326000,1958
340000,1958
330000,1951
782000,2001
612000,1999
400000,1964
941500,1980
313000,2004
735000,1929
471000,1977
350000,1950
530000,1976
415000,1991
639500,1986
580379,1976
378000,2009
265000,1969
212000,1967
400000,1998
750000,1997
384900,1968
176000,1969
350000,2002
168000,1977
358000,1908
580000,1975
442500,1977
515000,2004
554000,1958
659000,1996
414999,1963
275000,1983
193000,1951
525000,2002
424000,1985
455000,1908
463000,1943
1.10E+06,1960
523000,1963
615000,1959
1.52E+06,1991
870000,1900
710000,1991
215000,1967
590000,1920
323000,1962
279000,1966
535100,1973
830000,1959
815000,2002
535900,1975
230000,1955
325500,1969
359000,1997
505000,1999
253905,1958
369950,1965
350000,1995
650000,2001
295000,1925
620000,1948
2.00E+06,2009
246000,1944
430000,1965
509990,1921
490000,1962
385000,1979
769000,1999
185000,1960
303500,1973
468000,1957
449950,1978
235000,1999
520000,1985
203000,1951
657000,1960
275000,1954
540000,1991
455000,2005
458500,1941
549900,2003
750000,1923
235000,1962
286000,1989
2.65E+06,1958
602000,1963
640000,1915
267000,1977
712000,2001
244500,1923
301000,1923
990000,1919
739999,1999
480000,1910
305000,2009
703300,1932
265000,1971
600000,1992
253000,1968
617950,1997
385000,2000
319000,1967
696000,1960
345000,1932
380000,2002
647500,1947
725000,1997
269950,1989
875000,1995
299950,1955
1.88E+06,2006
430000,1947
495000,1989
275000,1970
333000,1964
247000,1986
204555,1983
432000,1994
175000,1962
556300,1968
286000,1930
320000,2000
815000,1991
385000,1980
1.04E+06,1910
350000,1987
277000,1998
415000,1966
295000,1951
969000,1919
339888,1947
269950,1996
1.19E+06,2006
780000,1998
198000,1968
350000,1953
350000,1967
319000,1990
311000,1973
394000,2004
1.34E+06,1906
2.70E+06,1959
396000,1949
809000,1976
480000,1977
535000,1913
425000,1947
408000,2006
1.26E+06,1966
310000,1947
292000,1996
217000,1942
398500,2005
2.25E+06,1930
700000,1955
585000,1989
399950,1954
235000,1980
212000,1951
310000,1982
539000,1982
390000,2001
560000,1976
800000,1999
1.90E+06,1978
472000,1963
502550,1958
830000,2004
224950,1965
375000,1997
645000,1983
599000,1926
515000,1996
135000,1948
485000,2000
890000,1975
215000,1972
299500,1981
800000,1951
275000,2002
256400,1963
310000,1948
385000,1954
203000,1963
285000,1954
473975,1999
320000,1978
599000,1967
580000,1925
269500,1999
274000,1954
347000,1974
270000,1957
1.43E+06,1949
220000,1993
243000,1955
457500,1925
340000,1951
657500,1912
332500,1998
340000,1993
350000,1959
428000,1966
515055,1999
450000,1972
190000,1943
1.00E+06,1919
299000,2005
508000,1927
294000,2005
320000,1918
641000,1996
675000,1978
255000,1964
286651,2004
607500,1969
765000,1956
334950,1961
426000,1952
775000,1946
343000,1953
470101,1986
195000,1958
772500,1928
450000,1954
1.44E+06,2001
525000,1970
280000,1980
270000,1986
406100,2005
332544,1987
110000,1947
685000,1921
461000,1951
615000,1979
550000,1926
1.06E+06,1995
685000,1993
1.56E+06,1962
312000,2003
507500,1977
217000,1966
439000,1981
620000,2004
915000,1998
425000,1977
435000,1947
305000,1996
276000,1918
327500,1990
810000,2003
715000,1994
272000,1963
266000,1949
543000,1944
400000,1984
509500,1961
495000,1997
424950,2001
230000,1957
235000,1951
763000,1942
350000,1939
900000,1917
250000,1973
225000,2004
255000,1974
161700,1974
336000,1988
410500,1954
502700,1968
505000,1977
250000,1910
570000,1910
349900,1994
465000,1988
625000,1989
655000,1952
469000,1946
355000,1964
596000,2001
790000,1986
885000,1991
1.03E+06,1912
710000,1941
428040,1988
1.37E+06,1959
546000,1924
540000,1951
435000,1985
540000,1984
284000,1918
208000,1942
315000,1977
417500,1910
345000,1978
375000,2004
389800,1959
475000,1973
569000,1980
985000,1999
532000,1987
280000,1951
435000,1963
223000,1952
390000,1947
315000,1981
612000,1982
591000,1922
800000,1968
225000,1990
589900,1993
565000,1979
650000,1940
499000,1951
280000,1959
649950,1944
420000,1954
319990,2003
265000,1992
482000,1984
452000,1956
1.49E+06,1998
375000,1943
588000,1940
635000,1998
280500,1997
210500,1985
196500,1979
1.40E+06,1971
475000,1977
550000,1987
1.58E+06,2007
240000,1991
272000,1934
408506,2000
640000,1991
316000,1995
299000,1943
447500,2004
736500,2000
665000,1924
707000,1975
215000,1959
275000,1989
648000,1983
415000,1987
690000,1999
320000,1979
750000,1956
355000,2005
246000,1975
1.16E+06,1968
744000,1986
1.21E+06,1997
217000,1977
583000,1998
515000,1904
594000,1965
303100,1952
430000,1970
708000,2004
221000,1959
325000,1998
1.30E+06,1990
385000,1944
359500,2013
433000,1984
525000,1948
356200,1928
595000,1974
560000,1923
2.18E+06,1976
513000,1951
365000,1901
368000,1964
870000,1912
225000,1984
1.39E+06,1998
177000,1983
465000,1956
750000,1976
149000,1969
605000,1981
725000,1927
413900,2007
199950,1938
400000,1949
870000,1925
292000,1989
225000,1966
466750,1957
330000,1978
770000,1967
802500,1957
378800,2005
795000,1997
460000,1955
567000,1986
209950,1981
415000,1943
424500,1967
261000,1941
365000,1987
631000,1911
3.80E+06,1978
584000,1992
310000,1974
717000,1992
667000,1907
190000,1939
430000,1978
213000,1951
475000,1990
649000,1988
715000,1990
845000,1992
390000,1980
390000,1983
328000,1978
239999,1967
225000,1968
920000,1979
940000,1995
465000,1949
241000,1986
307550,2003
490000,1976
647000,1999
780000,1999
517500,1992
295000,1966
560000,1926
319450,1930
1.50E+06,2005
340000,1999
249950,1958
499950,1926
1.04E+06,1967
750000,1977
875000,2006
678000,1967
360000,1920
354900,1971
632000,1967
350000,1957
990000,1940
1.65E+06,2002
481000,2002
485000,1920
477000,1992
560000,1966
600000,1963
622500,1975
410000,1974
318200,2010
289000,1993
263000,1982
240000,1957
281500,1953
587206,1999
482000,2000
485000,1967
309000,1990
221000,1984
700000,1975
411500,1929
285000,1940
395000,1983
237950,1987
680000,1981
199950,1961
765000,1926
515000,1926
470000,1956
330000,1937
284000,1968
295000,1999
555000,1981
350000,1949
240000,1986
419900,1955
528000,1924
481000,1963
304700,1949
715000,1998
738950,1956
215000,1966
300000,1943
346000,1950
473000,1996
500000,1952
750000,1943
519900,1967
378500,1949
314500,1957
499950,1968
1.74E+06,1929
630000,1999
360000,1953
460000,1976
361000,1922
713400,1959
445000,1918
305000,1966
1.43E+06,1975
222000,1962
510000,2005
500000,2003
605000,1909
393000,1981
725000,2000
320000,1950
210000,1970
419900,2005
410000,2006
721000,1963
605000,1921
738000,1936
725000,1972
255000,1977
303000,2009
394950,1957
530000,1949
475000,2004
250000,1998
180000,1920
443500,1919
390000,2004
430000,1975
460000,1963
660000,2001
515000,1974
482500,1954
305000,1988
835000,1930
237000,1998
445000,1985
710000,1955
180000,1945
280017,1996
436500,1988
1.26E+06,2006
420000,1959
205000,1944
570000,1946
565000,1948
287000,1978
260000,1977
470000,1977
700000,1989
249000,1985
568000,1977
500000,1904
358000,1980
225000,1994
275500,1981
495000,2001
758800,1940
280000,1985
380500,1994
3.20E+06,1910
260000,1958
630000,2014
875000,1915
457500,1927
900000,1954
235000,1954
410000,1981
355000,1981
1.30E+06,2004
467500,1948
500000,1949
995000,1978
277000,1956
630000,1947
628000,1960
655000,1995
170000,1950
352500,1967
615000,1997
165000,1965
243500,1966
304000,2003
369000,1959
779950,2014
605000,1961
292500,1994
500007,1950
449999,2000
355000,1996
258000,1967
380000,1963
650000,2003
456500,2003
259950,1948
123000,1964
520000,2014
506000,1963
425000,1926
438000,1974
1.49E+06,1967
375000,1908
337500,1968
300000,1968
627000,2005
1.40E+06,2008
674725,1988
325000,1977
230000,1982
485000,1962
315000,1993
560000,2003
444000,2002
325000,1977
118125,1944
212000,1944
428900,2006
510000,1968
416000,1963
950000,1999
204000,1980
7.70E+06,1910
878000,1995
1.05E+06,1996
350000,1952
659500,1957
395000,1988
308950,1994
410000,1955
710000,1966
175000,1976
508800,1981
606400,1929
245100,1996
540000,1981
415000,1956
469500,1980
195000,1965
1.62E+06,1996
1.45E+06,1998
1.20E+06,1991
1.07E+06,2008
555500,1981
440000,1950
485000,1940
693000,1996
295000,1942
700000,1976
767500,1951
800000,1991
440000,1998
600000,1997
1.16E+06,1925
506000,1952
474950,1975
654000,1961
710000,1942
620000,1981
390000,1984
550000,1967
353000,1953
465000,1980
279900,1990
700000,2001
395000,1968
375000,1978
547000,1926
525000,1993
285000,1901
570000,1908
409000,1991
260000,2007
348000,1987
389000,1971
445000,1976
400000,1981
302000,1999
798000,2001
335000,1950
585000,2005
2.50E+06,1961
555000,1940
3.10E+06,1996
295000,1994
265000,1963
330000,1965
286000,1902
305000,2009
970000,1945
525000,1966
355000,1979
469950,1975
435000,1954
363500,1990
595000,1924
275000,1955
295000,1942
345000,1990
485000,1991
1.25E+06,2005
340500,1923
280000,1948
449888,1988
483000,1927
445500,1941
379900,1995
599950,2008
215000,1942
263000,1987
565000,1961
950000,2003
395000,1946
1.54E+06,1908
922000,1941
330000,1997
1.53E+06,1990
323000,2004
554000,2004
500000,1987
775000,1990
340000,1979
560000,1985
304000,2002
279900,1962
315000,2005
849000,1928
325000,1977
786000,2005
384000,1999
907000,1927
700000,1993
269500,1991
269000,1984
749950,2005
325000,2001
1.15E+06,1979
406000,1962
650000,1990
295000,1918
375000,1955
395000,1907
609000,1982
510000,1984
190000,1978
250000,1922
295000,1924
740000,1927
323000,1912
713000,2011
1.07E+06,1939
460000,1978
880000,1920
585000,1947
249950,1959
450000,1990
450000,1989
1.78E+06,1985
350000,1999
292500,2008
879000,1985
1.18E+06,1948
584999,1967
366000,1961
987500,1974
300000,1959
299000,1981
560000,1931
695000,1998
360000,1977
183500,1958
311000,1903
263000,1977
269000,1986
1.60E+06,2005
564000,2004
425000,1999
679000,1928
410000,1952
340000,2007
360000,1959
450000,1953
552000,1982
294000,1965
663500,1946
1.98E+06,2007
175409,1969
459000,1954
339950,1906
393000,1936
275500,1951
485000,1955
250000,1960
935100,1980
245000,1959
670000,1989
1.39E+06,1994
440000,1978
1.25E+06,2006
203000,1978
583000,2005
575000,1954
2.58E+06,2011
1.60E+06,1973
312500,1993
455000,1986
1.31E+06,1978
605000,1962
325000,1978
630000,1982
928950,2014
489950,1976
550000,1984
237000,1968
390000,1991
665000,1987
277000,2001
545000,1909
615000,2008
343000,1966
597000,2004
600000,1945
479000,1987
292000,1958
265000,1957
623000,1988
486000,1978
520500,1940
1.30E+06,2001
825000,1921
259900,1986
1.17E+06,1968
245000,1904
830200,1951
650000,1990
305000,1952
599000,1978
272000,1993
415000,1996
319000,1979
425000,1960
297500,1978
725000,1990
325000,1995
460000,1972
396480,1959
1.03E+06,1922
370000,1979
260656,1969
431000,1996
320000,1958
296500,1978
679000,1969
359000,2003
330000,1962
350000,2009
242000,1963
692500,1997
441000,1919
765000,1990
375000,1950
365000,1955
580000,1944
1.61E+06,2005
841000,1981
515000,1981
565000,1967
365000,1929
295000,1908
406500,1947
614905,1991
1.40E+06,1929
250000,1981
549000,1929
397000,2005
184000,1962
2.50E+06,1938
499100,1954
676101,1954
290000,1932
390000,1962
465000,1948
470000,1938
435000,1959
415000,1967
450000,1905
645000,1997
231000,1942
358000,1969
330000,1972
229950,1972
403250,1934
470000,2004
239000,1967
579000,1955
380500,2003
614285,2015
376000,2003
290000,1954
487000,1965
935000,1903
255000,2006
380000,2000
450000,1958
622000,1987
292500,1993
1.32E+06,1908
410000,1901
160000,1950
809000,1917
183750,1970
411000,1947
1.05E+06,1984
625000,1919
305000,1994
915000,1998
317000,1974
165000,1947
575000,1946
219900,1967
1.49E+06,2006
300000,1955
520000,1991
310000,1966
322500,1996
320000,1967
440000,2004
578000,1938
382000,2005
535000,1994
679000,2006
258900,1985
563000,1955
562000,1996
725000,1950
236775,1987
860000,1952
270000,1953
621000,1960
527900,1998
395000,1964
320000,1978
300000,2003
320000,1965
625000,1979
505000,1941
300000,1966
363000,2004
1.70E+06,1988
1.15E+06,2006
680000,1977
678940,1909
299000,1984
379900,1955
205000,1976
387500,1929
256000,1948
548000,1994
163000,1996
367500,2004
390000,1983
415000,1989
449000,1968
460000,1963
395000,1977
300000,1961
345000,1969
825000,1953
539950,2014
410000,1953
245000,1955
482000,1973
270000,1978
475000,1983
445800,1947
518000,1978
785000,1942
430000,2004
715000,1947
560000,1955
449000,1903
805000,1989
296000,2003
275000,1927
419950,1977
285000,2008
775000,1996
288250,1963
257000,1909
377000,1929
550000,1924
339000,1942
481500,1948
224500,1980
260000,1951
865000,1912
730000,1971
550000,1910
645000,1908
250000,1978
507200,2000
380000,1964
540000,1971
738500,2005
206000,1980
265000,1948
190000,1945
339900,1969
250000,1970
416500,1965
575000,2004
385000,1987
253000,1960
460000,1942
1.45E+06,1997
492000,1942
275000,1972
542500,1931
345000,1955
575000,1979
275000,1959
510000,1980
2.54E+06,1908
830000,1999
640000,2004
702000,2004
960000,1955
190000,1983
500000,1988
529000,1995
435000,1997
670000,1954
365000,2003
1.27E+06,1953
465000,1915
285000,1956
219950,1926
220000,1962
1.47E+06,1916
1.11E+06,2000
694000,2007
620000,1988
415000,1949
765000,1992
864000,1948
385000,1950
725000,1951
545000,1967
299900,1988
639500,1974
345000,1964
1.13E+06,2000
345000,1904
600000,1921
355000,1983
698000,1978
566000,1987
449950,1994
404600,1958
258000,1969
415000,1955
320000,1978
295000,2003
389000,1962
299900,1958
394000,2004
762000,1939
697000,1978
485000,1994
189900,1955
2.15E+06,1989
345000,1921
376500,1950
775000,1951
450000,1910
760000,1958
569000,2003
500000,1950
592500,1941
620000,1988
1.00E+06,1990
815000,1981
775000,2005
340000,1975
458000,1942
250000,1985
151600,1954
515000,2005
216000,1946
245000,1974
645000,1953
249900,1960
410000,1980
499000,1975
790000,1967
458000,1976
925000,1929
152000,1969
402000,1990
340000,1996
1.25E+06,1984
775000,1993
299800,1944
340000,1960
626000,2005
324950,1946
535500,1994
817500,1999
810000,2005
565000,1926
978000,1936
530000,1951
305000,2003
345000,2008
258000,1945
275000,1966
310000,1961
713250,1951
500000,1978
472000,1954
250000,1952
725000,1982
345000,1986
460000,1936
440150,1947
390000,1978
375000,1950
224950,1963
480000,1949
721000,1940
174000,1922
170000,1944
658000,1919
860000,1968
407450,1968
615000,1930
920000,1995
195000,1983
269950,1961
855000,2006
620000,2007
276000,1919
329000,1911
270000,1962
440000,1993
639000,1989
403500,1945
585000,2002
216000,1942
1.15E+06,1991
575000,1954
430000,2001
660000,1954
338000,1943
400000,1987
210000,1930
305000,1942
365000,1985
325000,1991
245000,1969
182000,1959
440000,1906
225000,1988
358000,1988
580000,1939
240000,1984
700000,1990
325000,1994
488000,1978
875000,1906
615000,1985
321000,2012
1.04E+06,2003
299500,1942
459000,1963
435000,1996
222000,1980
485000,1936
750000,2007
266000,1989
455000,1941
490000,1975
280000,1978
1.45E+06,1923
291000,1942
745000,1981
685900,1972
160000,1964
650000,1968
250000,1951
265000,1995
599000,1960
199950,1944
712500,1948
490000,1941
511500,1917
299000,1955
685000,1954
597000,1927
210000,1977
659000,1946
540000,1925
469000,1998
1.07E+06,1991
575000,1972
725000,1941
299950,1953
375000,1961
342450,1962
315000,2002
328000,1997
323000,1977
320000,1997
550000,1924
1.65E+06,1955
1.21E+06,1995
1.20E+06,1995
120000,1943
175000,1943
169900,1900
508000,1976
335000,1951
613200,1927
420000,1904
1.00E+06,2008
342000,1948
850000,1979
582000,1942
475000,2001
570000,1975
826600,1916
387000,2001
330000,1969
653450,1980
285000,2005
217000,1962
615000,1977
580135,2014
1.15E+06,1998
231200,1991
680000,2010
267500,2001
942000,1939
435000,1948
315000,1924
354901,2004
439888,2005
360000,1928
205000,1955
299995,1988
150000,1944
575000,1976
625000,1950
950000,2000
278800,1965
713500,1908
1.90E+06,1916
439000,1988
425000,1981
252500,1961
185000,1961
406550,1974
243000,1990
500000,1962
204750,1942
222000,1968
200000,1966
367000,2006
183000,1962
300000,2004
369000,1985
380000,1929
463000,1985
475000,1963
225000,1981
371000,1968
625000,2003
3.20E+06,1933
329000,1980
634000,1962
616000,2006
1.82E+06,1968
435000,2002
320000,2000
820000,2002
310000,2000
443750,2003
795000,1967
475000,1957
585000,1921
315000,1981
635000,1989
305000,1968
785000,1904
525000,1944
537000,1910
279950,1974
659000,1977
203000,1980
782500,2005
250000,1984
279000,1955
664000,1979
2.90E+06,1991
378500,1953
535000,1988
520000,1932
369950,1943
545000,1981
360000,1991
760000,1955
450000,1939
612500,1991
280000,1962
750000,1993
237000,1958
441500,1919
251000,1989
200000,1942
332000,1908
401500,2014
585000,1957
340000,2005
920000,2005
153000,1944
299950,1986
440000,1983
293000,2003
203000,1952
193000,1991
305000,1965
495000,1959
420000,1952
569500,1971
620000,1989
466000,1959
355500,1962
687500,1955
432100,1975
500000,1976
690000,1988
350000,1949
268000,1943
120000,1945
285000,1994
365000,1955
635000,2002
630000,2005
450000,1968
590000,1974
895000,1950
160000,1963
520000,1924
432000,1976
141800,1942
980000,1910
1.29E+06,2014
740000,1959
230000,1948
3.40E+06,2005
954500,1974
622000,1929
90000,1905
342000,1998
305000,2007
259900,1979
420000,1934
250000,1929
249950,1961
199000,1932
355200,1954
425000,1955
379500,1980
860000,2009
335000,2004
865000,1997
390000,1902
569950,2014
495500,2006
476500,1953
261000,1957
375000,1955
550000,1955
230000,1949
526750,1963
606000,1911
368500,1977
275000,1973
342000,1955
278100,1978
450000,1929
349950,2005
425000,2001
435000,1962
460000,1961
323000,1963
325000,1944
480000,1924
1.33E+06,1958
210000,1956
920000,2000
399000,1959
631750,1940
184000,1962
333000,1974
218000,2004
258305,1919
775000,1915
515000,1951
455000,2015
440000,1954
1.44E+06,2002
850000,1919
480000,1961
420000,1980
408000,1976
278000,1962
1.20E+06,2001
454000,1979
1.85E+06,1965
499000,2007
590000,2012
385000,1999
1.25E+06,2011
202200,1979
450000,1976
435000,1986
550000,1908
361000,1973
