price,bathrooms
318000,2.5
404000,3
339950,1
215000,1
339900,2.5
285000,1.5
550000,1
430000,1
219000,1
555000,1.5
233000,2
248000,1.75
454000,2.25
950000,2.5
359000,2.5
407500,2
224000,1.5
210000,1
261000,1.75
719000,3
440000,2.5
525000,2.75
375000,1.5
428000,2.5
988830,3.25
199950,1.75
840000,2.25
285000,1.75
330000,2.5
147500,1.5
320000,2.5
382500,1.75
2.05E+06,4
596000,2.25
220000,2.25
325000,2.5
679950,2.5
175000,1
268000,1.75
715000,3.5
600000,2.25
228000,1
950000,2.5
475000,1.75
700000,1.5
275000,1.75
369500,1.75
215000,2
593450,2.25
498800,1.75
849000,3.25
1.15E+06,2.5
825000,2.5
265000,1.75
285000,2.25
240000,1.75
261000,1
330000,1.75
250000,2
350000,2.5
930000,2.5
275000,2
325000,2.25
255000,1
562200,1.5
952000,1.75
365000,2.5
332900,1.5
721000,2.25
487275,2.5
310000,2.5
245000,1
325000,1.75
550000,1.75
350000,1
599000,2.5
259950,1.5
240000,2.5
186000,1
395000,1.5
475000,2.5
815000,3.5
572000,1.5
419500,2.5
298700,2.25
549000,1
278000,1.5
455000,2
925000,3.5
465000,1.5
620000,4
499900,2.25
620000,3
450000,1.75
690000,3.5
1.90E+06,2.25
1.94E+06,2.25
832500,2
245000,1
820000,2.5
369000,2.75
1.05E+06,3.25
653000,3
220650,1.75
300000,3
970000,3.5
360000,2.5
672500,2.5
268000,1.5
440000,1.5
1.40E+06,2.5
590000,2.5
359000,2.25
266500,1.75
635000,2.5
559000,2.5
895000,2.5
625000,1.5
650000,2.25
312500,1.75
225000,1
425000,1.75
329999,2.75
572000,2.25
386500,2.5
452000,1
278000,2
474900,2.25
450000,1.75
611000,1
214100,2.5
317000,2.5
1.00E+06,3.5
1.00E+06,2.75
525000,2.5
436000,2.25
450000,1.75
588500,1.75
340000,1.75
482000,2.5
1.58E+06,3.5
749000,2.5
330000,1.5
568000,2.5
239000,1.75
528000,2.5
385000,3
825000,3.25
815000,3.25
625000,2.5
690000,1.75
210000,1
599000,1
860000,1.75
147200,1
476900,1
450000,2.5
570000,2.5
567500,1
790000,3.25
875000,1.5
490000,2
335000,1.75
550000,1.75
385000,1.75
395000,1.75
650000,1
637000,2.75
692500,2.25
322400,1.75
233500,1.5
400000,2
547000,2.5
519000,2.25
1.03E+06,3.5
365000,1
699000,2.75
525000,1.75
430000,3
325000,1
279000,1
805000,1.75
419950,3
425000,1
446000,1.75
455000,2
226550,1
764000,2
439950,2.25
453000,2
219950,1
702500,1.5
285000,1.5
798750,2.25
320000,1
425000,1.75
540000,2.5
1.06E+06,5.25
1.17E+06,3.75
576000,1.75
525000,1.75
324950,2.5
600000,2.5
464000,2.5
266000,2.25
775000,2.5
415000,1.75
550000,2.75
235000,2.25
280000,2
459000,1.75
195000,1
235000,1.5
711800,2.25
440000,2.5
515000,1
1.20E+06,2.75
560000,1.75
340000,1.75
600000,1
764000,2.5
337000,2
1.39E+06,2.75
249000,1
350000,3
269950,2.25
735000,1.75
1.30E+06,2.5
475000,2.25
339000,2
600000,3.5
397500,1.75
1.53E+06,3.5
460000,2
370000,2.75
250000,1
1.10E+06,3.75
430000,2.25
1.09E+06,1.5
670000,1.75
461550,1.5
479990,2.5
643000,2.5
607000,2.75
625000,2.5
731100,2.5
859000,2.5
435000,2.5
465000,3
740000,1
740000,1.75
250000,2
656000,2.5
300000,2.5
643000,1.5
311000,2.5
360000,1.75
475000,2.5
469950,3.25
240000,1.75
232000,1
350000,2
803000,1
355000,2.25
475000,2
823000,2.5
395000,1.5
499000,3.75
420000,1.75
961500,2.5
833000,1.75
479000,2.25
1.15E+06,2.5
267000,1
555000,1.75
490000,2.5
619000,2
569950,2.75
549000,2
422500,1.75
400000,3.5
692500,2.75
310000,2.5
499900,1.75
492000,2.25
460000,2.5
800000,2.5
832600,1
470000,2.75
542000,2
1.31E+06,4.5
308130,2.5
310000,1
235000,1
215000,1
210000,1.5
730000,2.75
245000,1.75
540000,2.25
299000,2.5
510000,2.5
198000,1.75
950000,3.25
300000,1.75
528000,1.75
507000,3.25
770000,3.25
255000,1.75
220000,1.5
690700,2.75
447000,1
755000,2
700000,1.5
250000,2.75
320000,2.5
565000,2.5
754300,2.75
650000,1.5
529888,2.5
432000,2.5
235000,1
994900,3.5
489000,2.5
800000,2.75
370000,1.5
436000,2.75
395000,2.5
377691,1.75
370000,3
515000,2.5
169000,1
475000,1
420000,2.5
1.30E+06,2.75
822000,2
1.50E+06,2.75
485000,2.25
270000,1
300000,2.5
878000,2.5
590000,2.5
611900,2.25
240000,1.75
395000,2.5
169000,1
200500,2
308000,2.5
290256,2.25
279950,1.75
195000,1.75
630000,1
1.16E+06,3
478000,2.25
835000,2.25
639000,2.25
623000,2.75
220000,1.75
526000,2.25
243500,1
750000,2.5
329000,2
525000,1
190000,1
772650,2.5
355000,2.5
650000,1.75
678500,2.75
669950,2.5
850000,2.25
572000,2.75
492450,1.75
813000,1.75
710000,2
792500,1.5
285900,1.5
389000,2
675000,2.25
352000,0.75
1.05E+06,3.25
768500,1.75
500000,2
685000,2.5
648475,2.75
655000,5
895000,2.75
195000,1
368000,2.5
997000,3.5
335000,2.75
250000,2
278500,1.75
260000,1.5
162500,1
239000,1
600000,2.5
350000,2.25
852500,3.75
485000,2.5
299000,1
227450,1
383000,1
835000,3.25
760000,1.5
532500,1
635000,2.5
438500,2
545500,2.5
675000,1.75
450000,1.75
199999,1
375000,1.5
600000,2.25
292600,1.5
1.04E+06,2.75
610000,1
397450,2.5
382000,2.25
370000,2.25
520000,2.25
260000,1
890000,2.5
344000,2
205000,1
379000,2.5
424240,2
589950,2
582000,1.75
349000,2.5
658000,1
294000,2.75
690000,3.5
600000,1
199990,1
220000,1.75
440000,2.25
439990,2.5
815000,2.5
535000,2.25
215000,1.75
605000,2.5
349900,2.5
495000,1
515100,2.5
620000,2.5
657500,2.25
250000,1.75
385000,1.75
307000,1.5
288000,2.5
226450,1.75
390000,2.5
350000,1
368000,1.5
469000,1
865000,2.25
515000,2.5
410000,1.75
210000,1
460000,1.75
241500,2.5
322200,2.25
279000,1
303000,1
420000,1.5
249000,1.75
294950,1
1.32E+06,3.5
335000,1.75
1.16E+06,2.25
520000,1
560000,1.75
243400,1.5
405000,2
495000,1
350000,2.5
368500,2.75
99000,1
1.07E+06,3.75
430000,1.75
412500,1.5
1.12E+06,3.25
915000,2.5
535000,2.5
390000,1.5
499000,1.5
375000,1
349000,2.5
635000,2.25
682000,2.75
321027,2.25
150000,1
410000,1.75
449950,2
194990,2.5
475000,1.75
530000,1.75
319950,2.5
210000,2.25
485000,2.75
774000,2.75
478000,2
385000,2.5
595000,2.5
285000,1.5
723000,2.5
279000,1.5
195000,1.5
625000,1
270000,1.75
559000,2
474000,2.25
303500,2.5
350000,1.75
367500,3
595000,3
589000,2
585000,1.75
482975,2.25
365500,2.5
570000,2
335000,2.5
767500,2
386591,2.5
279000,1
620000,2.5
407000,2.25
364250,2.5
399000,2.5
766950,2.5
710000,2.75
320000,1
300000,2.5
263000,1.75
445000,2.5
554000,2
335000,1.75
307000,2.75
404000,1
775000,3.5
220000,1
518000,2.5
1.60E+06,3.5
315000,2.25
572650,2.5
350000,1
285000,1
231000,2.5
179000,1
244000,1.5
185850,1.5
610000,2.5
419000,2.5
779000,1.75
695000,3
319900,2.5
329000,2.75
475226,2.5
638000,2.5
440000,1.5
214000,2
600000,2.75
935000,2
630000,1.75
575000,2.5
345000,2.5
323000,1.75
425000,2.5
411000,2.25
299800,1.5
823000,1.75
200000,1
760000,1.75
359950,2.5
375000,2.5
295000,1.75
250000,3
497000,2.25
520000,2.5
365000,3.5
459900,2.25
158000,2
294700,2
439950,2.25
899000,2.25
535000,1.75
530000,4.5
215000,2
290000,1
798000,2.75
785000,2.5
433000,1.75
425000,1
654000,2.5
215000,1.5
232000,1
675000,1.75
665000,2.75
835000,2.5
525000,3
780000,2.75
844000,3.25
680000,2.75
290000,1.5
560000,1
605500,2.5
762500,2.5
1.74E+06,3.25
665000,2.75
540000,1
375000,2.5
342000,1
340000,1
1.25E+06,3.25
693000,2.5
638500,1.75
805000,3
250000,1
325000,2.5
270000,1.75
880000,2.5
300000,1.75
290000,1
2.85E+06,4
259950,1
1.78E+06,3.25
299950,1
483000,2.25
890000,2.25
719000,2.5
785000,3
660000,2.5
264000,1.75
575000,1.75
1.22E+06,3.75
475000,2.5
845800,3.5
352500,1.75
347000,1
560000,2.75
323000,2.75
595000,1.75
257500,2
450000,1
410000,1
810000,1.75
372500,3
325000,1
280000,1
258000,2
329950,1
836000,2.5
365000,2.5
111300,1
864000,2.5
725000,1.75
550000,2.5
130000,1
765000,1.75
255000,1.5
439500,2.5
268000,1.75
985000,1.75
751305,2.5
280000,1
304000,2
200000,2.75
325000,1.5
736000,2.25
426500,2.5
640000,1.75
230000,2
366350,1
365000,1
482000,2.25
345000,1
682000,1.75
657500,1.75
895000,2.5
425000,1.5
532500,2.5
540000,2.5
578000,2.25
1.09E+06,3
322500,1
140000,1
485000,2.5
575000,1.5
421000,2.5
355000,2
515000,2.25
309000,1
815000,2.25
285000,1
700000,1.75
289000,2.5
458000,3
230000,1.75
432500,2.5
288000,1.75
354000,1.75
119500,1
805000,3
435000,2.5
260000,1.75
377000,1.75
602000,2.5
530000,1.75
525000,2
250000,1.5
681000,1
625000,1.75
448500,2.5
260000,2
538000,1.75
385500,2
428400,2.5
346290,2.75
587000,2.75
355000,2.5
650000,2.75
340000,2.5
565000,2.5
630000,2
227000,1
600000,2.75
540400,1.75
569000,2.5
735000,2.5
434000,2.25
578888,2
465425,2.75
280500,2.75
539950,2
406430,2
1.15E+06,3.75
250000,2.5
266000,2.5
258000,2
472000,2
530000,2.25
302282,1
370000,1
625000,2
142500,1
334000,1.75
362000,3
181000,1
241500,1
245000,1.75
227500,1
158550,1.5
450000,2.25
485000,1.75
353000,1.75
500000,3
360000,2.25
357500,1.5
272000,2.5
422000,1
365000,2
450000,1.75
275053,1
1.88E+06,2.75
725000,1.75
235000,1.75
510000,1
489950,1
463000,2.5
536000,2.25
375000,2.5
630000,2.5
362000,2.25
350000,2.75
1.69E+06,3.5
255000,2
269000,2.5
370000,3
270000,1
265000,2
487000,1
835000,3.25
850000,3.25
575000,2.75
335000,1
318000,1
510000,2
242500,1.5
750000,2.25
439900,3.5
710000,1
2.40E+06,3.25
435000,1.75
874000,2.75
385000,1.75
110000,1
477000,1.75
500000,2
885000,2.5
235000,1
210000,2.75
320000,1
406000,1.75
350000,1.75
350000,0.75
720000,2.5
604700,2.75
343000,1
558000,2.25
364000,1
420000,1.75
450000,2
392000,1.5
100000,1
480000,2.5
212000,1.5
560000,2.5
359950,2.75
535000,2.5
980000,4
720000,1
619950,1
489000,2.5
415000,2
672500,2.5
352500,1
258750,2
350000,1
152000,1
378500,1
1.02E+06,1.75
419000,1.5
895000,3
668500,2.25
487000,2.5
538000,3.5
898000,1.5
315000,2
800000,2.5
516130,1.75
1.60E+06,2.5
1.20E+06,2.5
355425,2.5
1.16E+06,2.5
689000,2.5
500000,3.25
430000,2.5
299500,2.25
349950,2.5
1.42E+06,3.25
998000,2.25
329000,1
575000,1.75
529900,2.25
1.47E+06,2.5
725000,1.75
286000,2.5
335000,2
395300,1.5
510000,2.75
203000,1
248000,1
265000,2.25
1.00E+06,1.5
1.00E+06,1
241400,2
309950,1.75
294010,1.75
345000,2.25
625000,2.25
660000,2.5
559000,2
866000,3.25
770000,2
259950,1.5
352000,2.75
2.47E+06,4.75
395000,2
276500,1.75
530000,2.25
798000,3.25
380000,2
350000,2.5
325000,2.5
336000,2.5
286900,2.25
472000,2.25
263000,1.75
565000,3
765000,2.5
1.52E+06,2.25
405000,2
1.10E+06,3.5
555000,3
305000,2.5
289950,2.25
487500,3.5
96500,1
185000,1
150550,1
339000,2
675000,1.75
615000,1.75
837500,2.5
250000,1
583000,2.5
499000,2.5
550000,2.5
400000,2.5
990400,2.5
600000,2.5
325000,1
265000,2.5
1.62E+06,2.5
347500,1.5
629000,2
1.09E+06,2
397500,2.5
404500,1
225000,1.5
267000,2.25
800000,3.75
339000,2.5
1.85E+06,2.5
525000,1
1.15E+06,3.5
565000,1
387000,2.25
720000,2.5
1.50E+06,3.5
235000,1
365000,1
368250,2.5
580000,2.5
1.10E+06,3.25
215000,2.5
648000,2.5
705000,3
465000,2.25
650000,2
335000,2.25
640000,2
638250,2.5
1.46E+06,3.5
375000,2
842000,1.75
499950,2.25
810000,2.5
310000,2
730000,2.5
637800,1.75
225000,1
417500,1
265000,2
550000,2.5
625700,2
595000,2.5
270000,1.5
739375,3
357562,1.75
1.01E+06,2.5
455000,1.75
310000,2.25
415000,2.75
452000,1
810000,2
730001,2
825000,2.25
665000,2.5
327500,1.75
699950,2.5
424000,2.5
657000,2.5
445000,1.75
450000,2.5
350000,1
460000,2.5
385000,2.5
272000,2.25
535000,2.5
216500,1
325000,2.5
420200,1.75
258000,1.75
450000,2
720168,2.25
652000,2
569500,2.5
411000,1.75
524950,1.75
153000,1
775000,2.5
338500,2.5
570000,1.75
653000,2
435000,2.5
207000,1
540000,1
386000,2.25
265000,2.25
250000,2.25
1.70E+06,2
455000,2.5
1.80E+06,3.25
759000,2
970000,2.75
280000,0
690000,2.25
789900,2.5
447500,1
440000,2.25
278000,2
980000,2.5
245000,2.75
287000,1.5
435000,1.75
585000,2.5
616000,1.75
203000,1.75
860000,2.75
833000,2.5
565000,2.75
572500,2.5
254000,2
1.53E+06,4.25
900000,3
899000,2.5
560000,2
512500,1.75
775000,2.5
200000,1
172000,1
219900,1
641200,1
473000,3.25
540000,1.75
295000,1
370000,1
1.73E+06,2.25
275000,1.5
89000,1
175000,1.75
490000,2.5
342400,2.25
345000,1
399000,1
550000,2.5
652450,2.25
438000,2.25
605000,1.75
395000,2.5
449950,2
651100,2.5
241000,1
3.42E+06,5
268500,1.5
200000,1
400375,1.75
429000,1.75
230000,1
1.20E+06,2.25
314200,1
513000,2.5
535000,1
420000,3
345950,2.5
483500,2
695000,2.25
295000,2.5
434975,2.25
513000,2.5
360000,1.75
234900,1
963000,3.5
595000,1.5
942500,3.25
1.03E+06,3.25
350000,1
416500,2
209900,1
802000,1.75
230000,1.5
489000,3
497000,1.5
250000,2.25
925000,3
390000,2.5
415000,2.75
785000,2
575000,2
170000,1
750000,1.75
230000,1
855000,3
235000,1
335000,1
1.20E+06,3
677000,2
575000,2
450000,1
817250,2.5
440000,2.25
526000,2
762500,2.25
325000,2.5
840000,3.5
377500,1
212500,1.5
749400,2.5
663000,2.5
1.48E+06,2.25
261000,1
515000,2.5
410000,2.25
336000,2.25
440000,1
908950,2.75
554000,1
387000,2.25
268643,2.25
514000,1.75
420000,1.75
199000,1.75
225000,1
320000,2.5
204995,1
376000,2
705000,2.75
725995,2.5
285000,2.5
285000,2.5
731000,2.5
1.56E+06,3.75
510000,2.5
620000,1
1.11E+06,4
796000,3.5
255000,1.5
807000,2.5
315000,2.5
637000,2.25
2.73E+06,4.25
490000,2
253000,1.75
325900,2.5
425000,2
215000,2.5
315000,2.5
724800,2
295000,1
509007,1.75
306000,2
205000,1.75
275000,1.5
685000,1.75
465000,2.5
560000,2.25
458500,1.75
354000,1
441000,2.5
194000,1.75
316500,2.5
524950,1.75
1.05E+06,2.25
925000,2.25
780000,1.75
241000,2
519000,2.75
286000,1
400000,2
255000,1
152000,1.75
599000,2
330000,2.5
461000,1
620000,2.5
352500,2.5
435000,2
725000,2.75
300000,1
252000,2.5
464625,2.75
340000,1
1.33E+06,2.25
455000,2
495000,3.5
925000,2.5
587000,2.75
524000,1.75
1.03E+06,2.5
176000,1
249900,1
499500,2.5
600000,3.5
294000,2.5
272000,2
390000,2.5
700000,2.5
635000,2.75
920000,1.5
500000,1.75
263500,1
975000,2.25
575000,2.5
822000,2.5
300000,1
487600,2.5
500000,2
680000,2
419000,2.5
450000,1.75
650000,1.75
550000,1.75
330000,2
282510,1
2.39E+06,4
230000,2
750000,1.75
321000,2.5
2.20E+06,3.25
245000,2
510000,1
751000,3.25
675000,2.5
295000,1.75
312000,1
730000,3
762500,3.5
150000,1
270000,1
400000,2
650000,2.5
530000,1.5
248000,1
760000,3.5
199000,1
240000,1
415000,1.5
228000,1
525000,2.5
399950,1.75
781000,2.5
827000,2.5
525000,2.25
671300,2.5
175000,1
1.10E+06,2.75
800000,2.5
329950,2.5
445000,3.25
237000,1.75
1.11E+06,4
438900,2.5
1.28E+06,4.5
600000,2.5
670000,2.5
519000,2
320000,2.25
270000,1.5
1.00E+06,2.5
330000,1
657500,2
450000,1.75
150000,1
792500,2.5
540000,2.5
229900,1
533000,2.5
239000,1.75
713900,2.5
427500,2.5
302000,1
1.15E+06,2.5
555000,2.5
495000,2.25
495000,1.5
340000,0.75
464950,2.25
320000,2.5
440000,1
686000,1.5
555000,1.75
361500,1
1.24E+06,3
154950,1
247200,1.75
250000,2.25
590300,1.5
541125,2.75
310000,2.5
704111,2.75
277500,2.25
325000,2.75
289200,2.25
185000,1
1.45E+06,3.5
420550,2
603000,2.25
345000,1
650000,2
589950,3
309950,2.25
775000,2.5
590000,1.5
863500,3
517500,1
700000,3
699000,2.5
350000,2.5
795000,2.5
543000,2.5
325000,2.5
337500,1
425000,1
780000,2.5
259000,1
524400,1.75
260000,2
273000,2
639900,2.5
420000,2.5
510500,1
290000,1
226000,1.75
300000,1
407450,2
390000,2.25
1.06E+06,2.75
610000,2.5
239975,2.5
375000,2.5
742500,2.5
450000,1.75
300000,2.25
216600,1.75
525000,1.75
455000,2.25
390000,2.25
450000,1.75
382000,1
287000,2.25
460000,2
435000,2.25
575000,1
626700,1.5
352000,1.5
650000,1
197000,1
340000,2.75
560000,2
354000,1.75
670000,2.5
769000,3.5
650000,2.5
650000,1.75
289950,1.75
300000,1.75
471000,1.75
639000,2.5
287000,1
740000,2.5
499922,2
675000,2.5
738515,2.75
445000,1.75
1.04E+06,2.25
346000,1
450000,2
350000,2.5
2.40E+06,3.5
594950,2.25
1.70E+06,3
219000,1
450000,2.5
402000,2.25
275000,1
421500,1.5
560000,3
314000,1.75
287000,2
277000,1
337500,1
792000,2.75
435000,2.5
313100,2.5
575000,2.25
510000,2.5
299950,1
1.03E+06,3
364000,1.75
335000,1
219950,1
215000,2
640000,2.5
535000,1
253000,2
650000,2.5
672000,2.25
606000,1.75
292000,2.25
289950,2
257500,1.5
380000,2.5
360000,1.75
269500,1.75
449000,2.5
375000,1.5
2.20E+06,4.75
810000,2.5
994000,3.25
275000,2.25
300000,1
380000,2.5
200000,2
635000,3.5
280000,1
574000,2.5
1.05E+06,1
545000,2.25
271950,1.5
630000,1.75
400000,1
334000,2.5
332500,2
525000,1.5
408000,2.5
846450,2.5
411100,1.5
409124,3.25
335950,1.5
480000,2.5
280000,1.75
668000,2.5
750000,2.5
394475,1
848000,1.75
675000,1.5
175000,1
560000,1.5
538888,2.75
359000,1.75
300000,2.25
273000,2.5
670000,2.5
530000,2.25
625000,1.5
248000,1
533000,2.5
549950,3.5
485000,1.75
353500,2.5
435000,1.75
241000,1
885000,2.75
799200,3
760000,2.5
270000,1
675000,1.75
499000,2.5
1.20E+06,2.5
320000,2.5
890000,3.25
275000,2.75
490000,2.5
550000,2.5
390000,2
277000,2.25
236000,1.75
265953,1.75
545000,2.25
535000,2.5
1.45E+06,2.75
490000,3
319950,2.5
625000,1.5
248000,1
475000,1.75
410000,2.75
670000,2.5
430000,2.5
313000,1
950000,3.25
751750,2
760000,2.5
310650,1.75
367500,3
580000,2.5
580000,2.25
665000,2.5
239950,2.25
470000,2.5
733000,1.75
250000,2
402000,1.75
295000,3.5
355000,2.5
289000,1.5
376000,2.25
212700,1
325000,1.75
415000,2.5
935000,2.5
372000,2.5
240000,1.5
334950,1.75
426500,2.5
430000,1.75
400000,1.5
455850,2.25
1.97E+06,3.5
400000,1.75
397500,1
755000,2.5
287000,1.5
480000,2.5
490000,2.5
365000,2.5
260000,2.5
505000,1
260000,1
430000,1
905000,2.5
440000,2
439500,1
270000,2
306500,2.5
380000,2
215000,1.75
299900,1
1.45E+06,3.5
239950,1
494000,2.5
317500,1.5
670000,2.5
650000,2.5
852000,2.5
250000,1.5
264950,1.5
582500,2
384000,2.5
817000,1.5
320000,1.75
445800,2.25
263300,1
215000,1
842500,4
850000,4
386000,2.5
251100,2.5
435000,1.75
870000,4
800000,1
555000,1.75
280000,1
356000,1
675000,2.5
605000,2.25
690500,2
437000,1.75
850000,2
350000,2.25
480000,2.25
379500,2.25
600000,4.5
1.44E+06,3.5
303000,1.5
800000,2.5
549000,2
324950,2.5
170000,1
178000,1
144000,1
1.58E+06,2.75
258000,1
345000,1.75
470000,1.75
2.90E+06,2.5
350000,1.5
225500,1.75
473000,1
279000,1.75
470000,1
565000,1.75
695000,2
315000,1.75
529000,2.5
750000,3.75
481500,2.25
211000,2
455000,2.25
238950,1
722500,3.5
795000,2.5
327500,2.25
585000,3
775000,2
645000,2.5
445000,2.75
257950,1.75
375000,1.75
245000,2.5
725000,2.5
702000,2.5
330000,1.75
940000,1.5
354500,1
279950,2.75
284000,2.25
480000,2
647500,2
625000,2.5
152000,1
322000,1
445000,1.75
595000,1
165000,1
278500,2.5
517500,1.75
343566,1
286285,2.25
474905,1.5
550000,1.75
286000,2.5
900000,3.25
449950,2.25
259000,1.5
340000,2.25
785000,2.5
490000,1
344950,2
950000,2
810000,1.75
998160,2.5
377000,1.75
595000,2
313300,1
360000,1.75
188000,1.75
755000,2.5
1.29E+06,3.5
455000,1
817500,3.5
550000,2.25
260000,1.75
320000,2
1.15E+06,3.25
362000,2.5
503500,2.5
653000,2.5
760000,2.75
775000,1.75
1.34E+06,3.75
417500,1.75
525000,1.5
217000,1
525000,2.75
442500,2.25
525000,1.75
425500,1.75
710000,2.75
545000,3
410000,2.75
245000,2.25
194900,1
284000,2.5
280000,1.75
280000,1.75
360000,2
405000,1
865000,2.5
483300,2
355000,2.5
274950,2.25
1.93E+06,4.5
755000,3.25
1.94E+06,5.75
309212,1.75
219950,2.25
690000,2.5
250800,1.75
557500,2
941000,1.75
3.65E+06,4.75
305000,2.75
815000,1.5
1.02E+06,2.5
1.24E+06,3
535000,2.5
775000,1
255000,2
327000,1
560000,2
1.34E+06,3.5
199500,1.75
760000,2.5
439000,2.25
527000,2.25
199950,2.75
254000,2.25
393000,1
585000,2.25
450000,2
565000,1.75
330000,2.25
870000,2
585000,2.5
500000,2.5
225000,2
295000,2
775000,2.75
280000,1
539000,2.5
567500,1.75
442500,2.25
598200,3.75
610000,2.5
544900,2.5
557500,2.5
532500,2.5
1.35E+06,3.25
750000,2
530000,2.5
346100,2.5
260000,2.25
365000,1.75
615000,2
318400,2.5
498500,2.5
450000,1.75
200000,2
234000,1
121800,1
805000,2.75
410000,2.25
475000,2.5
1.34E+06,2.5
269000,1
573000,2.25
330000,2.5
252750,1
745000,2.5
280000,2
535000,2.5
580000,1.5
301000,1.75
600000,1.75
538900,3
366000,2.5
303000,2.5
432000,2.25
300000,1.5
908800,3
500000,1.5
254000,2
470000,1.5
480000,2
536000,1.75
1.35E+06,3.5
550000,2.25
260000,1.75
284900,1.5
740000,2.5
425000,1
230000,1
675000,1.5
267500,1.75
814000,2.5
1.25E+06,3
460000,2
445000,2.5
715000,2.5
425000,1.75
370000,2.5
302000,1.75
453000,1.75
290000,1.75
1.04E+06,2.5
925000,2.25
600000,1.75
354000,1.5
204950,1.75
675000,2.5
995000,3.25
800000,2
472500,2.5
549950,2.5
575575,1.75
545000,3.25
340000,2.25
225000,1
299950,1.75
829900,3.5
340000,2.5
515000,2.25
601000,2.5
470000,2.5
371500,1
550000,1.75
242550,2.5
367500,1.5
359000,3.5
204900,2
850000,2.75
187000,1.5
326000,2.75
340000,2.75
330000,2.25
782000,3.5
612000,2.5
400000,2
941500,3.5
313000,1.5
735000,2.25
471000,1.75
350000,1
530000,2.5
415000,3
639500,2.25
580379,2.75
378000,2.5
265000,2.25
212000,1.75
400000,3
750000,2.5
384900,2.5
176000,1
350000,2.75
168000,1
358000,2
580000,2.75
442500,1.75
515000,2.5
554000,2.5
659000,2.5
414999,2.5
275000,1.5
193000,1
525000,2.5
424000,2.5
455000,1
463000,1
1.10E+06,2.5
523000,1.75
615000,1.75
1.52E+06,4
870000,4
710000,2.5
215000,1
590000,1
323000,2.5
279000,2
535100,2.25
830000,2.25
815000,2.5
535900,2.25
230000,1
325500,1.75
359000,2.25
505000,2.5
253905,1
369950,1.75
350000,2.25
650000,2.25
295000,1.75
620000,1.75
2.00E+06,2.5
246000,1
430000,2.75
509990,2
490000,1.75
385000,2.75
769000,2.5
185000,1
303500,1.5
468000,2.5
449950,2.5
235000,1.5
520000,2.5
203000,1
657000,2.5
275000,1
540000,2.25
455000,2.5
458500,1.75
549900,3.5
750000,1.75
235000,1.75
286000,2.5
2.65E+06,3.5
602000,1.75
640000,1.5
267000,1.75
712000,2.5
244500,1
301000,1
990000,2.5
739999,2.75
480000,1.75
305000,2.5
703300,2
265000,1.5
600000,2.5
253000,1
617950,2.5
385000,3.25
319000,2
696000,2.5
345000,1
380000,2.5
647500,1.75
725000,2.5
269950,1.75
875000,2.5
299950,1
1.88E+06,3.25
430000,1
495000,2.5
275000,1.5
333000,1
247000,2.25
204555,1.75
432000,2
175000,1.75
556300,2.5
286000,1
320000,1.5
815000,2.5
385000,1.75
1.04E+06,1
350000,2.25
277000,2.5
415000,2
295000,1
969000,2
339888,1.75
269950,2.25
1.19E+06,2.5
780000,2.5
198000,1
350000,1
350000,1
319000,2.25
311000,2.25
394000,3.25
1.34E+06,2.25
2.70E+06,2.75
396000,1
809000,1.75
480000,2
535000,1.75
425000,2.75
408000,2.5
1.26E+06,2.5
310000,0.75
292000,2.5
217000,1
398500,2.5
2.25E+06,3
700000,1.75
585000,2.5
399950,1
235000,1.75
212000,1
310000,2
539000,2
390000,3
560000,2.5
800000,2.5
1.90E+06,3.25
472000,2
502550,1.75
830000,3.25
224950,2.5
375000,2.5
645000,2.5
599000,2.75
515000,2.5
135000,1
485000,2.5
890000,3.25
215000,1
299500,1
800000,1
275000,2.5
256400,1.5
310000,1
385000,1
203000,1.5
285000,2
473975,2.5
320000,1.75
599000,2.75
580000,2
269500,2.25
274000,1
347000,1.75
270000,1.75
1.43E+06,2
220000,1.75
243000,1
457500,1.75
340000,1.75
657500,1.5
332500,2.5
340000,2
350000,3
428000,2.5
515055,2.5
450000,1.75
190000,1
1.00E+06,2.75
299000,2.5
508000,1
294000,2.25
320000,1
641000,2.75
675000,2.5
255000,1.5
286651,2.5
607500,2.5
765000,1
334950,1.75
426000,1
775000,1.75
343000,1.5
470101,2.5
195000,1.5
772500,1
450000,1.5
1.44E+06,3.75
525000,1.75
280000,1.5
270000,2.5
406100,2.25
332544,1.75
110000,1
685000,2.25
461000,1
615000,2.25
550000,1
1.06E+06,3.5
685000,2.5
1.56E+06,2.5
312000,2.5
507500,1.75
217000,1
439000,2.25
620000,3.5
915000,2.5
425000,2
435000,1
305000,2.25
276000,1
327500,2.25
810000,2.5
715000,3.25
272000,1.5
266000,1
543000,1.5
400000,2.5
509500,2.25
495000,3.5
424950,2.5
230000,1
235000,1.5
763000,2
350000,1.75
900000,1.5
250000,1
225000,2.5
255000,2
161700,1.75
336000,3
410500,1
502700,3.5
505000,2.5
250000,1
570000,1
349900,2.5
465000,2.5
625000,3.25
655000,1.75
469000,1.75
355000,2.25
596000,2.5
790000,2.5
885000,2.25
1.03E+06,3.25
710000,1.75
428040,2.5
1.37E+06,2.25
546000,1
540000,1
435000,2.5
540000,2.25
284000,1
208000,1
315000,1.75
417500,1
345000,1.75
375000,2.5
389800,1.75
475000,1.75
569000,2.25
985000,4.25
532000,2.5
280000,1
435000,2
