price,sqft_lot
235000,7617
365000,7617
368250,7484
580000,7484
1.10E+06,11774
215000,4496
648000,9959
705000,9318
465000,1540
650000,3500
335000,7500
640000,31850
638250,8029
1.46E+06,14353
375000,4600
842000,9525
499950,7200
810000,25211
310000,11970
730000,8809
637800,4750
225000,4800
417500,10800
265000,10160
550000,8683
625700,159865
595000,10637
270000,13475
739375,3200
357562,1032
1.01E+06,29224
455000,4286
310000,9600
415000,111514
452000,8100
810000,16928
730001,4750
825000,86636
665000,3000
327500,7800
699950,36218
424000,34680
657000,3375
445000,10844
450000,762
350000,7455
460000,17532
385000,22651
272000,6160
535000,5544
216500,5200
325000,12245
420200,7280
258000,5650
450000,4500
720168,3794
652000,5000
569500,8248
411000,292288
524950,3825
153000,10152
775000,5467
338500,6111
570000,9000
653000,8429
435000,1222
207000,8160
540000,7500
386000,9583
265000,8075
250000,572
1.70E+06,6600
455000,7251
1.80E+06,13000
759000,7200
970000,74358
280000,24501
690000,8327
789900,25150
447500,5100
440000,7575
278000,7789
980000,6000
245000,14197
287000,11475
435000,132858
585000,11690
616000,5846
203000,9000
860000,3840
833000,12690
565000,6856
572500,7589
254000,4235
1.53E+06,21000
900000,217800
899000,3730
560000,6000
512500,7200
775000,5000
200000,4700
172000,4700
219900,6000
641200,9123
473000,7200
540000,9580
295000,4500
370000,2296
1.73E+06,8000
275000,48257
89000,4750
175000,9800
490000,11900
342400,9630
345000,4200
399000,3400
550000,9719
652450,11835
438000,29347
605000,5058
395000,11733
449950,3048
651100,5526
241000,6050
3.42E+06,20412
268500,1749
200000,7200
400375,7680
429000,6315
230000,2400
1.20E+06,10702
314200,6000
513000,8887
535000,5346
420000,6344
345950,4118
483500,2016
695000,2500
295000,8906
434975,9960
513000,4592
360000,11407
234900,8000
963000,6603
595000,4800
942500,14408
1.03E+06,11200
350000,3600
416500,39848
209900,60720
802000,5000
230000,8800
489000,10375
497000,28750
250000,7738
925000,3600
390000,15496
415000,9600
785000,9638
575000,4000
170000,8636
750000,3400
230000,9639
855000,35074
235000,45738
335000,69260
1.20E+06,18129
677000,6000
575000,5000
450000,4590
817250,7202
440000,28600
526000,2400
762500,15258
325000,7719
840000,85728
377500,4500
212500,7128
749400,20301
663000,37843
1.48E+06,22518
261000,7800
515000,9248
410000,16921
336000,10160
440000,4128
908950,6200
554000,3700
387000,1606
268643,9240
514000,5000
420000,4182
199000,9871
225000,15701
320000,8424
204995,8185
376000,1827
705000,6222
725995,7869
285000,8190
285000,9397
731000,5936
1.56E+06,17000
510000,10423
620000,4332
1.11E+06,31796
796000,4960
255000,25500
807000,4000
315000,6000
637000,7355
2.73E+06,43838
490000,10023
253000,7281
325900,6270
425000,6677
215000,6675
315000,6675
724800,3933
295000,6500
509007,7620
306000,169448
205000,7210
275000,9737
685000,7000
465000,12833
560000,9800
458500,9605
354000,7590
441000,7923
194000,10488
316500,6807
524950,3250
1.05E+06,6092
925000,13894
780000,4524
241000,3128
519000,10744
286000,4000
400000,17800
255000,43560
152000,7754
599000,15143
330000,3905
461000,7193
620000,34991
352500,219106
435000,6911
725000,5310
300000,12300
252000,8284
464625,8996
340000,9586
1.33E+06,6280
455000,13970
495000,18042
925000,4501
587000,8737
524000,5520
1.03E+06,4800
176000,2332
249900,5500
499500,53143
600000,10542
294000,7800
272000,19843
390000,10800
700000,9650
635000,6621
920000,3600
500000,8530
263500,4515
975000,9990
575000,3485
822000,40386
300000,7200
487600,12080
500000,8640
680000,989
419000,21096
450000,5250
650000,4500
550000,8086
330000,5202
282510,32234
2.39E+06,13296
230000,10200
750000,6613
321000,5366
2.20E+06,18000
245000,10416
510000,4000
751000,9571
675000,36601
295000,13350
312000,6000
730000,13129
762500,5880
150000,7680
270000,7374
400000,9301
650000,6720
530000,5000
248000,9400
760000,5300
199000,10521
240000,8400
415000,1795
228000,16376
525000,12106
399950,5223
781000,8571
827000,1330
525000,8621
671300,5232
175000,2378
1.10E+06,22547
800000,10560
329950,4600
445000,7200
237000,12208
1.11E+06,6224
438900,5700
1.28E+06,5000
600000,3866
670000,4569
519000,4823
320000,7350
270000,867
1.00E+06,5832
330000,4800
657500,10960
450000,61419
150000,6488
792500,175421
540000,13227
229900,8848
533000,6536
239000,12560
713900,167706
427500,8726
302000,7000
1.15E+06,48743
555000,4270
495000,3000
495000,13288
340000,48292
464950,36116
320000,7040
440000,64469
686000,9990
555000,11000
361500,3860
1.24E+06,7500
154950,10183
247200,8719
250000,7414
590300,7200
541125,8426
310000,923
704111,9520
277500,19602
325000,8937
289200,7023
185000,5000
1.45E+06,8580
420550,8100
603000,11310
345000,2640
650000,3075
589950,19439
309950,1607
775000,241200
590000,5109
863500,2760
517500,7000
700000,7440
699000,8154
350000,3574
795000,16564
543000,7640
325000,3143
337500,6000
425000,11080
780000,9773
259000,17389
524400,12950
260000,8018
273000,1822
639900,75794
420000,8626
510500,8000
290000,7200
226000,6269
300000,3844
407450,10860
390000,7920
1.06E+06,20000
610000,18167
239975,7242
375000,5760
742500,4400
450000,11625
300000,10395
216600,7700
525000,6120
455000,21000
390000,35218
450000,8667
382000,4400
287000,9600
460000,190357
435000,3015
575000,4032
626700,3600
352000,8680
650000,6750
197000,17630
340000,6695
560000,14985
354000,6300
670000,9086
769000,6202
650000,3139
650000,9484
289950,7416
300000,21138
471000,5750
639000,8540
287000,6900
740000,8335
499922,3000
675000,14071
738515,9200
445000,4800
1.04E+06,11343
346000,2196
450000,4886
350000,13755
2.40E+06,7200
594950,35008
1.70E+06,5354
219000,9000
450000,3982
402000,7311
275000,4000
421500,4500
560000,60392
314000,9600
287000,8190
277000,5750
337500,6731
792000,10245
435000,7074
313100,9030
575000,3333
510000,7800
299950,5200
1.03E+06,5800
364000,8625
335000,7470
219950,8000
215000,6994
640000,215186
535000,6300
253000,7826
650000,2500
672000,4445
606000,8540
292000,9720
289950,7757
257500,9323
380000,6985
360000,1113
269500,7412
449000,6031
375000,7232
2.20E+06,10450
810000,59242
994000,7861
275000,10500
300000,2482
380000,8428
200000,10051
635000,1349
280000,5750
574000,6832
1.05E+06,9729
545000,191228
271950,8400
630000,24969
400000,10800
334000,6200
332500,4855
525000,1444
408000,8403
846450,7491
411100,10323
409124,11340
335950,5192
480000,9597
280000,30144
668000,4410
750000,8641
394475,4000
848000,4320
675000,3600
175000,7572
560000,6000
538888,13189
359000,9244
300000,5128
273000,5994
670000,1438
530000,8376
625000,3060
248000,6000
533000,4812
549950,10510
485000,7392
353500,4845
435000,12142
241000,10000
885000,3560
799200,2370
760000,12746
270000,5700
675000,7475
499000,5940
1.20E+06,28718
320000,4865
890000,210254
275000,7350
490000,8302
550000,4200
390000,9537
277000,11920
236000,7647
265953,13068
545000,6240
535000,10109
1.45E+06,9671
490000,3497
319950,7200
625000,7200
248000,6947
475000,7840
410000,9324
670000,2000
430000,35438
313000,4900
950000,15093
751750,5400
760000,5280
310650,12408
367500,7231
580000,5000
580000,3960
665000,10000
239950,8280
470000,30083
733000,3060
250000,8400
402000,9176
295000,5107
355000,8000
289000,22486
376000,9140
212700,5040
325000,13095
415000,5743
935000,15151
372000,15260
240000,8366
334950,16262
426500,4640
430000,14874
400000,6183
455850,6000
1.97E+06,8510
400000,10731
397500,10480
755000,1950
287000,9230
480000,16000
490000,9622
365000,6715
260000,2244
505000,12675
260000,4800
430000,4800
905000,12193
440000,6408
439500,5500
270000,6696
306500,6291
380000,1656
215000,9652
299900,6150
1.45E+06,7809
239950,33888
494000,7345
317500,7700
670000,7291
650000,7831
852000,7328
250000,1360
264950,10853
582500,6804
384000,1564
817000,3360
320000,9520
445800,39446
263300,4500
215000,6635
842500,4500
850000,4500
386000,12413
251100,5257
435000,16748
870000,12811
800000,20620
555000,15500
280000,37500
356000,2366
675000,6000
605000,11900
690500,4211
437000,4225
850000,13430
350000,4600
480000,6770
379500,25641
600000,9784
1.44E+06,16582
303000,1075
800000,10037
549000,6000
324950,9600
170000,6537
178000,6500
144000,8314
1.58E+06,20031
258000,7000
345000,5050
470000,14800
2.90E+06,91681
350000,7790
225500,11276
473000,4000
279000,9623
470000,8227
565000,4800
695000,6800
315000,37642
529000,4499
750000,101494
481500,10500
211000,7412
455000,7500
238950,4838
722500,5100
795000,19193
327500,9600
585000,5100
775000,10875
645000,4200
445000,12368
257950,5858
375000,7560
245000,7223
725000,41022
702000,4922
330000,14986
940000,4800
354500,11396
279950,8700
284000,7034
480000,21562
647500,21562
625000,35000
152000,4875
322000,10181
445000,4000
595000,3960
165000,7334
278500,6206
517500,10625
343566,4200
286285,9714
474905,6200
550000,4800
286000,16000
900000,7215
449950,5159
259000,7560
340000,8125
785000,56192
490000,3300
344950,6250
950000,2975
810000,3988
998160,16050
377000,7389
595000,6773
313300,4800
360000,5225
188000,7350
755000,203860
1.29E+06,4060
455000,13280
817500,9312
550000,1481
260000,8725
320000,34175
1.15E+06,10623
362000,7370
503500,1750
653000,3475
760000,12447
775000,5050
1.34E+06,34689
417500,10911
525000,9350
217000,2400
525000,6308
442500,8700
525000,10440
425500,10630
710000,218235
545000,10948
410000,16410
245000,8100
194900,6697
284000,5390
280000,52769
280000,87991
360000,5500
405000,4323
865000,13981
483300,11100
355000,9268
274950,8767
1.93E+06,6134
755000,15586
1.94E+06,223462
309212,9600
219950,7615
690000,5150
250800,4000
557500,35255
941000,3825
3.65E+06,19401
305000,8600
815000,16110
1.02E+06,34527
1.24E+06,6990
535000,8164
775000,10454
255000,8670
327000,9750
560000,8819
1.34E+06,6349
199500,5200
760000,97574
439000,6000
527000,5250
199950,13590
254000,8188
393000,5000
585000,12614
450000,7740
565000,4008
330000,7900
870000,65340
585000,8117
500000,208737
225000,7384
295000,7384
775000,14800
280000,11050
539000,3200
567500,14033
442500,7902
598200,4635
610000,10843
544900,4936
557500,38258
532500,7500
1.35E+06,15907
750000,2825
530000,10958
346100,2036
260000,16800
365000,9150
615000,42800
318400,6916
498500,7172
450000,7490
200000,7905
234000,8906
121800,8384
805000,5875
410000,7283
475000,4534
1.34E+06,21074
269000,7920
573000,9520
330000,2890
252750,7410
745000,7546
280000,7633
535000,6920
580000,5100
301000,7200
600000,7700
538900,6604
366000,4375
303000,6783
432000,1578
300000,6120
908800,7826
500000,4750
254000,16117
470000,4268
480000,7860
536000,8503
1.35E+06,8611
550000,40887
260000,6400
284900,982
740000,3000
425000,5000
230000,7500
675000,4000
267500,7807
814000,8820
1.25E+06,217800
460000,7232
445000,9608
715000,7027
425000,5992
370000,4750
302000,8200
453000,7420
290000,10716
1.04E+06,47502
925000,41984
600000,19876
354000,5750
204950,9344
675000,5400
995000,20012
800000,10960
472500,3711
549950,13500
575575,2897
545000,12275
340000,7434
225000,5512
299950,10506
829900,4000
340000,4200
515000,7800
601000,6906
470000,8581
371500,6400
550000,45738
242550,7720
367500,9647
359000,8763
204900,8245
850000,239580
187000,4452
326000,28000
340000,28000
330000,28535
782000,7769
612000,5974
400000,7216
941500,9680
313000,747
735000,4250
471000,10123
350000,9800
530000,9601
415000,9548
639500,8994
580379,27820
378000,2513
265000,9298
212000,9750
400000,13068
750000,6491
384900,12750
176000,5200
350000,4632
168000,7210
358000,3060
580000,32757
442500,10280
515000,1249
554000,12900
659000,6320
414999,10098
275000,10277
193000,8640
525000,4750
424000,7500
455000,5150
463000,5650
1.10E+06,6300
523000,5413
615000,9830
1.52E+06,11795
870000,5000
710000,9680
215000,9563
590000,6450
323000,13034
279000,7569
535100,7207
830000,19800
815000,4203
535900,10880
230000,8800
325500,8142
359000,4331
505000,5824
253905,8400
369950,4860
350000,8378
650000,2500
295000,15246
620000,28046
2.00E+06,920423
246000,7410
430000,12860
509990,4859
490000,9500
385000,10454
769000,6733
185000,9100
303500,10464
468000,8165
449950,10000
235000,1805
520000,34947
203000,9067
657000,10190
275000,7800
540000,7453
455000,4502
458500,6828
549900,4751
750000,10578
235000,8891
286000,7930
2.65E+06,13730
602000,14000
640000,4080
267000,10920
712000,4385
244500,9000
301000,9000
990000,6325
739999,6500
480000,4322
305000,1622
703300,3525
265000,8468
600000,35009
253000,9750
617950,7950
385000,2460
319000,9234
696000,8023
345000,5750
380000,1778
647500,26036
725000,35271
269950,7735
875000,32109
299950,9525
1.88E+06,10929
430000,4802
495000,4942
275000,16200
333000,5040
247000,7941
204555,15000
432000,13673
175000,13056
556300,7140
286000,3475
320000,1200
815000,53143
385000,10757
1.04E+06,5000
350000,13002
277000,5880
415000,5200
295000,8320
969000,5000
339888,6144
269950,7003
1.19E+06,4600
780000,12511
198000,5185
350000,28703
350000,7680
319000,7350
311000,8000
394000,4650
1.34E+06,5800
2.70E+06,13800
396000,9540
809000,8372
480000,7400
535000,6000
425000,5120
408000,1204
1.26E+06,13100
310000,2885
292000,7421
217000,9715
398500,6064
2.25E+06,7200
700000,6000
585000,45860
399950,8910
235000,8540
212000,6800
310000,9195
539000,9195
390000,1608
560000,11935
800000,9024
1.90E+06,112521
472000,9804
502550,7875
830000,7809
224950,9686
375000,6871
645000,19900
599000,2500
515000,12534
135000,6685
485000,4218
890000,12765
215000,10125
299500,9600
800000,8750
275000,4244
256400,7800
310000,8149
385000,5100
203000,9120
285000,6865
473975,3610
320000,9760
599000,4608
580000,4800
269500,7056
274000,6200
347000,2162
270000,10905
1.43E+06,12017
220000,7226
243000,15416
457500,4030
340000,7208
657500,5000
332500,4720
340000,10015
350000,16133
428000,5602
515055,8320
450000,8968
190000,8910
1.00E+06,16538
299000,4600
508000,2500
294000,3746
320000,5820
641000,8674
675000,98445
255000,10296
286651,4997
607500,45738
765000,6500
334950,40973
426000,9147
775000,18730
343000,8526
470101,7800
195000,7800
772500,4410
450000,11740
1.44E+06,9231
525000,8560
280000,11400
270000,8640
406100,1332
332544,4187
110000,8250
685000,5854
461000,8505
615000,8067
550000,3000
1.06E+06,8100
685000,219978
1.56E+06,16238
312000,5175
507500,9594
217000,9827
439000,13477
620000,6875
915000,8532
425000,5300
435000,5643
305000,12414
276000,4000
327500,7200
810000,10481
715000,9055
272000,11760
266000,5559
543000,8364
400000,8064
509500,9000
495000,6250
424950,5564
230000,10875
235000,6150
763000,8752
350000,6150
900000,2260
250000,6060
225000,2040
255000,5433
161700,7200
336000,13350
410500,6800
502700,14016
505000,9601
250000,7650
570000,7650
349900,8796
465000,25663
625000,25639
655000,5102
469000,11347
355000,7200
596000,2631
790000,36893
885000,86225
1.03E+06,4000
710000,5400
428040,9266
1.37E+06,13843
546000,3400
540000,5766
435000,3000
540000,10283
284000,7204
208000,5700
315000,7076
417500,5510
345000,38095
375000,1064
389800,12821
475000,7560
569000,41688
985000,108464
532000,8022
280000,5000
435000,50112
223000,71191
390000,119790
315000,12800
612000,3700
591000,2400
800000,8436
225000,8400
589900,66646
565000,13156
650000,8448
499000,8505
280000,20562
649950,7500
420000,6360
319990,5293
265000,16535
482000,16474
452000,14810
1.49E+06,13077
375000,8527
588000,4900
635000,10215
280500,6962
210500,8600
196500,7000
1.40E+06,8510
475000,8033
550000,9061
1.58E+06,7200
240000,6687
272000,8100
408506,209199
640000,7500
316000,7226
299000,12000
447500,2090
736500,21904
665000,52567
707000,13212
215000,8000
275000,6415
648000,8240
415000,8173
690000,1800
320000,13260
750000,8285
355000,1524
246000,7399
1.16E+06,10464
744000,12187
1.21E+06,24740
217000,6750
583000,5100
515000,5000
594000,8000
303100,5650
430000,15225
708000,11778
221000,7260
325000,7205
1.30E+06,28008
385000,5950
359500,4689
433000,7200
525000,4950
356200,10062
595000,87120
560000,3420
2.18E+06,21701
513000,4000
365000,2550
368000,11942
870000,4000
225000,6808
1.39E+06,24767
177000,8079
465000,9879
750000,6343
149000,2800
605000,47480
725000,5800
413900,5236
199950,6600
400000,13679
870000,5000
292000,7666
225000,8012
466750,9139
330000,11954
770000,8145
802500,7000
378800,5400
795000,12487
460000,7320
567000,10908
209950,15570
415000,60113
424500,6985
261000,12500
365000,9696
631000,3240
3.80E+06,42840
584000,3962
310000,82328
717000,7985
667000,8100
190000,8100
430000,9000
213000,7380
475000,3710
649000,23962
715000,13458
845000,19487
390000,8820
390000,5724
328000,7194
239999,8436
225000,7740
920000,11884
940000,9231
465000,4872
241000,7000
307550,5909
490000,9627
647000,6887
780000,231739
517500,4332
295000,8682
560000,3400
319450,5472
1.50E+06,7199
340000,20277
249950,11658
499950,3000
1.04E+06,13296
750000,17200
875000,256132
678000,7210
360000,4200
354900,16552
632000,10087
350000,9375
990000,3900
1.65E+06,881654
481000,8269
485000,5412
477000,4960
560000,9000
600000,9350
622500,23760
410000,2128
318200,3644
289000,8424
263000,7775
240000,4825
281500,7500
587206,1710
482000,1248
485000,9500
309000,11480
221000,7350
700000,8398
411500,7740
285000,10505
395000,7931
237950,7926
680000,8064
199950,10057
765000,4000
515000,4960
470000,8000
330000,4000
284000,9375
295000,8125
555000,10987
350000,8162
240000,5818
419900,7000
528000,6300
481000,9869
304700,5995
715000,12171
738950,12005
215000,9405
300000,10812
346000,8100
473000,37193
500000,6120
750000,7632
519900,9350
378500,6171
314500,12381
499950,9315
1.74E+06,7700
630000,38794
360000,6417
460000,19877
361000,4046
713400,9845
445000,3150
305000,131551
1.43E+06,9204
222000,8400
510000,4499
500000,11440
605000,3600
393000,10720
725000,5170
320000,11646
210000,7840
419900,5767
410000,4447
721000,10440
605000,5500
738000,5500
725000,12000
255000,20954
303000,873
394950,7700
530000,5580
475000,8700
250000,8100
180000,3540
443500,4140
390000,76877
430000,7650
460000,7260
660000,3785
515000,10939
482500,6490
305000,2980
835000,4000
237000,7952
445000,2001
710000,8000
180000,5700
280017,8770
436500,11173
1.26E+06,7535
420000,9800
205000,7467
570000,10203
565000,7102
287000,7500
260000,7276
470000,7276
700000,9916
249000,7500
568000,3520
500000,4011
358000,8775
225000,6755
275500,7246
495000,3150
758800,5000
280000,8165
380500,7361
3.20E+06,8856
260000,12888
630000,1502
875000,4000
457500,4600
900000,5500
235000,6450
410000,45738
355000,9600
1.30E+06,6002
467500,8512
500000,7350
995000,9550
277000,8144
630000,9680
628000,11795
655000,46786
170000,9900
352500,10750
615000,34040
165000,6600
243500,15188
304000,676
369000,5195
779950,4298
605000,48788
292500,8709
500007,6050
449999,4947
355000,7867
258000,7199
380000,20181
650000,57499
456500,11780
259950,10212
123000,6600
520000,1250
506000,12000
425000,4800
438000,6840
1.49E+06,18480
375000,3000
337500,6600
300000,7700
627000,5425
1.40E+06,6907
674725,10160
325000,7000
230000,12538
485000,43124
315000,8400
560000,1193
444000,7198
325000,7488
118125,7153
212000,7153
428900,5056
510000,9600
416000,9762
950000,438213
204000,7140
7.70E+06,27600
878000,13421
1.05E+06,4000
350000,5551
659500,5500
395000,15200
308950,8562
410000,2550
710000,7500
175000,8685
508800,10098
606400,5000
245100,7958
540000,14876
415000,9046
469500,13041
195000,14777
1.62E+06,12281
1.45E+06,24603
1.20E+06,16622
1.07E+06,9800
555500,10000
440000,4000
485000,7250
693000,12028
295000,3386
700000,10650
767500,9374
800000,189050
440000,217800
600000,187313
1.16E+06,5450
506000,8210
474950,15400
654000,5500
710000,6000
620000,7845
390000,10827
550000,9600
353000,7021
465000,47958
279900,6600
700000,577605
395000,10350
375000,9428
547000,2800
525000,10277
285000,4731
570000,4025
409000,9168
260000,4381
348000,7697
389000,9800
445000,7200
400000,4602
302000,7895
798000,9588
335000,8842
585000,6892
2.50E+06,24354
555000,2300
3.10E+06,13085
295000,3060
265000,7100
330000,7275
286000,5750
305000,895
970000,5376
525000,14157
355000,9750
469950,8303
435000,8800
363500,7700
595000,4500
275000,11090
295000,7952
345000,37089
485000,47916
1.25E+06,8113
340500,5413
280000,5132
449888,78408
483000,4720
445500,9360
379900,7350
599950,3080
215000,5240
263000,6847
565000,12100
950000,258746
395000,8320
1.54E+06,4100
922000,14126
330000,18778
1.53E+06,35070
323000,8329
554000,4996
500000,11454
775000,16679
340000,5210
560000,6838
304000,5298
279900,10800
315000,10766
849000,6300
325000,14862
786000,8808
384000,8160
907000,6000
700000,23891
269500,8395
269000,7297
749950,123600
325000,4007
1.15E+06,16600
406000,7853
650000,9354
295000,7500
375000,19370
395000,5100
609000,9267
510000,11950
190000,11745
250000,1033
295000,7450
740000,4080
323000,7759
713000,1850
1.07E+06,6090
460000,9900
880000,5000
585000,7000
249950,8532
450000,3478
450000,14096
1.78E+06,7071
350000,1298
292500,3438
879000,31747
1.18E+06,7500
584999,17859
366000,8093
987500,15760
300000,7200
299000,7800
560000,2700
695000,51354
360000,18810
183500,8892
311000,3000
263000,7210
269000,7930
1.60E+06,9583
564000,6658
425000,5612
679000,4480
410000,9300
340000,7316
360000,7200
450000,44866
552000,8429
294000,12840
663500,5200
1.98E+06,9097
175409,5530
459000,9077
339950,5402
393000,15246
275500,11400
485000,9835
250000,7920
935100,8049
245000,9599
670000,25993
1.39E+06,21578
440000,49149
1.25E+06,3313
203000,8000
583000,4011
575000,9163
2.58E+06,3800
1.60E+06,20925
312500,8755
455000,31314
1.31E+06,16600
605000,6120
325000,49658
630000,7306
928950,6000
489950,10804
550000,18255
237000,7920
390000,10113
665000,10370
277000,5160
545000,5000
615000,1410
343000,7920
597000,7877
600000,19000
479000,6018
292000,14633
265000,6527
623000,49044
486000,39449
520500,8100
1.30E+06,74052
825000,6300
259900,7953
1.17E+06,12031
245000,5650
830200,4990
650000,7351
305000,6250
599000,12003
272000,6175
415000,10733
319000,7400
425000,15920
297500,8100
725000,12899
325000,7585
460000,8467
396480,10800
1.03E+06,4800
370000,9166
260656,13803
431000,12677
320000,5000
296500,7900
679000,8451
359000,1071
330000,12040
350000,4000
242000,8922
692500,198198
441000,3400
765000,15016
375000,4050
365000,7800
580000,6000
1.61E+06,19088
841000,13870
515000,11761
565000,107157
365000,6380
295000,7222
406500,5750
614905,7225
1.40E+06,14959
250000,10556
549000,3978
397000,6590
184000,10125
2.50E+06,16224
499100,5108
676101,6010
290000,8145
390000,7560
465000,4500
470000,54707
435000,7590
415000,8944
450000,2820
645000,196995
231000,6375
358000,100188
330000,11900
229950,1848
403250,8137
470000,6134
239000,7810
579000,6000
380500,1348
614285,6401
376000,1635
290000,9300
487000,7000
935000,7489
255000,5882
380000,3504
450000,4368
622000,7481
292500,6004
1.32E+06,3600
410000,3240
160000,5355
809000,4337
183750,5453
411000,12293
1.05E+06,5512
625000,4160
305000,9519
915000,48352
317000,8300
165000,6380
575000,6000
219900,7742
1.49E+06,7200
300000,9900
520000,219527
310000,8820
322500,6445
320000,10374
440000,4997
578000,4500
382000,877
535000,4006
679000,7236
258900,10436
563000,9509
562000,15101
725000,3750
236775,8372
860000,8098
270000,6337
621000,6930
527900,5928
395000,10748
320000,10500
300000,4750
320000,7225
625000,47480
505000,5060
300000,10814
363000,9281
1.70E+06,15335
1.15E+06,10308
680000,9202
678940,4080
299000,8065
379900,11600
205000,6566
387500,4440
256000,4720
548000,11005
163000,4811
367500,600
390000,2875
415000,16008
449000,8440
460000,12264
395000,15354
300000,16500
345000,7439
825000,8442
539950,2180
410000,9581
245000,6000
482000,15750
270000,9000
475000,14560
445800,6500
518000,11670
785000,4800
430000,1310
715000,7200
560000,6900
449000,6600
805000,9000
296000,5845
275000,4840
419950,16909
285000,1307
775000,8470
288250,15400
257000,2268
377000,10585
550000,3100
339000,4128
481500,6000
224500,7735
260000,11884
865000,5400
730000,11779
550000,3080
645000,4000
250000,16000
507200,1329
380000,11070
540000,19500
738500,6009
206000,10350
265000,9458
190000,77603
339900,9087
250000,10890
416500,4184
575000,9775
385000,7500
253000,6250
460000,4600
1.45E+06,3600
492000,6000
275000,30480
542500,1074218
345000,7775
575000,35075
275000,17234
510000,7561
2.54E+06,6000
830000,145054
640000,5172
702000,15025
960000,6857
190000,7610
500000,13040
529000,22098
435000,8173
670000,5760
365000,1985
1.27E+06,9520
465000,145490
285000,7582
219950,4960
220000,10548
1.47E+06,6420
1.11E+06,3600
694000,9311
620000,10363
415000,19210
765000,38088
864000,6600
385000,4000
725000,19969
545000,11585
299900,9893
639500,8072
345000,7168
1.13E+06,18116
345000,2700
600000,2800
355000,7417
698000,11957
566000,7737
449950,3840
404600,7727
258000,7435
415000,10559
320000,9020
295000,4102
389000,10750
299900,27000
394000,5349
762000,5500
697000,48351
485000,70131
189900,5600
2.15E+06,9610
345000,6969
376500,7800
775000,7017
450000,3737
760000,8315
569000,10954
500000,6750
592500,5350
620000,9139
1.00E+06,16258
815000,2186
775000,12077
340000,7500
458000,5850
250000,5773
151600,16988
515000,6473
216000,10360
245000,24650
645000,16960
249900,5000
410000,6250
499000,7500
790000,12160
458000,10350
925000,5100
152000,3264
402000,12205
340000,1178
1.25E+06,11350
775000,38448
299800,2814
340000,8400
626000,1572
324950,9186
535500,4976
817500,7639
810000,4322
565000,3430
978000,4000
530000,27505
305000,6487
345000,1420
258000,6553
275000,7345
310000,55756
713250,9000
500000,21780
472000,7200
250000,4429
725000,14237
345000,15005
460000,15685
440150,6800
390000,8036
375000,5120
224950,9282
480000,67269
721000,5400
174000,4854
170000,9882
658000,3190
860000,8494
407450,68824
615000,34000
920000,12381
195000,10400
269950,9950
855000,1024068
620000,1429
276000,6075
329000,5258
270000,7500
440000,10646
639000,8034
403500,5621
585000,1156
216000,9000
1.15E+06,24437
575000,30056
430000,9460
660000,8195
338000,6400
400000,3867
210000,5000
305000,8100
365000,223898
325000,6222
245000,8800
182000,7350
440000,6600
225000,12013
358000,12013
580000,5000
240000,8886
700000,43093
325000,8500
488000,10890
875000,4600
615000,9070
321000,4183
1.04E+06,5750
299500,6300
459000,9583
435000,4065
222000,8280
485000,6380
750000,2323
266000,6022
455000,6000
490000,215622
280000,8625
1.45E+06,3900
291000,24330
745000,10126
685900,9142
160000,7392
650000,9934
250000,6370
265000,1458
599000,6180
199950,7260
712500,11201
490000,4305
511500,6000
299000,6200
685000,25248
597000,4000
210000,7200
659000,11375
540000,4160
469000,22605
1.07E+06,263538
575000,7500
725000,7042
299950,5400
375000,18450
342450,5525
315000,3225
328000,3840
323000,7213
320000,3120
550000,4080
1.65E+06,16200
1.21E+06,16643
1.20E+06,16643
120000,8924
175000,8924
169900,5800
508000,7500
335000,6678
613200,3320
420000,3500
1.00E+06,8587
342000,6180
850000,90968
582000,4141
475000,6031
570000,6000
826600,5000
387000,1394
330000,9126
653450,49658
285000,3088
217000,7800
615000,12500
580135,5886
1.15E+06,19767
231200,8821
680000,4950
267500,2153
942000,37200
435000,8065
315000,3622
354901,1709
439888,6515
360000,3840
205000,6621
299995,7500
150000,7275
575000,33825
625000,12616
950000,13392
278800,7797
713500,4200
1.90E+06,11489
439000,5009
425000,8086
252500,11280
185000,8470
406550,15781
243000,1758
500000,8994
204750,7575
222000,9273
200000,11507
367000,1320
183000,7320
300000,1570
369000,3844
380000,16736
463000,5009
475000,9750
225000,14400
371000,9512
625000,3141
3.20E+06,18200
329000,10725
634000,13000
616000,6915
1.82E+06,20053
435000,2684
320000,6295
820000,8049
310000,3359
443750,968
795000,13084
475000,36862
585000,3750
315000,7338
635000,7238
305000,11776
785000,5440
525000,6000
537000,3635
279950,8303
659000,9329
203000,6650
782500,7806
250000,7560
279000,9450
664000,12196
2.90E+06,4838
378500,6000
535000,149410
520000,22508
369950,4000
545000,14585
360000,14092
760000,7645
450000,5488
612500,12261
280000,10710
750000,9182
237000,6132
441500,4000
251000,7930
200000,31564
332000,2640
401500,1114
585000,27122
340000,4805
920000,7694
153000,6405
299950,7601
440000,7517
293000,17383
203000,6000
193000,6774
305000,7862
495000,6380
420000,6000
569500,8190
620000,9185
466000,9460
355500,10032
687500,7200
432100,2240
500000,34848
690000,7313
350000,5150
268000,5000
120000,39964
285000,9229
365000,12327
635000,6842
630000,3507
450000,4466
590000,12600
895000,3618
160000,11900
520000,5000
432000,13059
141800,4743
980000,4560
1.29E+06,7200
740000,6900
230000,6450
