age (years),height (cm)
10.20833333,135.1662516
10.29166667,135.5476732
10.375,135.9287948
10.45833333,136.3100669
10.54166667,136.6919657
10.625,137.0749922
10.70833333,137.4596717
10.79166667,137.8465525
10.875,138.2362048
10.95833333,138.6292185
11.04166667,139.0262015
11.125,139.4277761
11.20833333,139.8345767
11.29166667,140.2472448
11.375,140.6664253
11.45833333,141.0927603
11.54166667,141.5268837
11.625,141.9694138
11.70833333,142.4209457
11.79166667,142.8820429
11.875,143.353228
11.95833333,143.8349727
12.04166667,144.3276874
12.125,144.8317108
12.20833333,145.3472981
12.29166667,145.8746111
12.375,146.4137069
12.45833333,146.9645285
12.54166667,147.5268957
12.625,148.1004983
12.70833333,148.6848902
12.79166667,149.2794857
12.875,149.8835591
12.95833333,150.4962462
13.04166667,151.1165487
13.125,151.7433416
13.20833333,152.3753859
13.29166667,153.0113368
13.375,153.6497654
13.45833333,154.2891719
13.54166667,154.9280091
13.625,155.5647003
13.70833333,156.1976616
13.79166667,156.8253238
13.875,157.4461523
13.95833333,158.0586697
14.04166667,158.6614636
14.125,159.2532157
14.20833333,159.8327068
14.29166667,160.3988301
14.375,160.9505985
14.45833333,161.4871507
14.54166667,162.0077536
14.625,162.5118031
14.70833333,162.9988222
14.79166667,163.4684575
14.875,163.9204738
14.95833333,164.3547479
15.04166667,164.7712603
15.125,165.1700873
15.20833333,165.5513919
15.29166667,165.9154147
15.375,166.2624644
15.45833333,166.5929092
15.54166667,166.9071674
15.625,167.2056993
15.70833333,167.4889986
15.79166667,167.7575872
15.875,168.012004
15.95833333,168.2528029
2.041666667,89.22804829
2.125,90.05675457
2.208333333,90.8626041
2.291666667,91.64711353
2.375,92.41159029
2.458333333,93.15718995
2.541666667,93.88495599
2.625,94.59585394
2.708333333,95.29079906
2.791666667,95.97067824
2.875,96.63636727
2.958333333,97.28874542
3.041666667,97.92869928
3.125,98.1
3.208333333,99.23357783
3.291666667,99.87425862
3.375,100.5078239
3.458333333,101.1347788
3.541666667,101.7556073
3.625,102.370767
3.708333333,102.9806917
3.791666667,103.5857927
3.875,104.186459
3.958333333,104.7830584
4.041666667,105.3759377
4.125,105.9654232
4.208333333,106.5518212
4.291666667,107.1354171
4.375,107.7164829
4.458333333,108.2952617
4.541666667,108.8719858
4.625,109.4468665
4.708333333,110.0200973
4.791666667,110.5918541
4.875,111.1622955
4.958333333,111.731563
5.041666667,112.2997816
5.125,112.86706
5.208333333,113.4334909
5.291666667,113.9991516
5.375,114.5641044
5.458333333,115.128397
5.541666667,115.6920629
5.625,116.2551221
5.708333333,116.8175812
5.791666667,117.3794345
5.875,117.9406648
5.958333333,118.5012409
6.041666667,119.0611237
6.125,119.6202624
6.208333333,120.1785968
6.291666667,120.7360574
6.375,121.2925663
6.458333333,121.8480376
6.541666667,122.4023786
6.625,122.9554895
6.708333333,123.5072652
6.791666667,124.057595
6.875,124.6063638
6.958333333,125.1534527
7.041666667,125.6987395
7.125,126.2420996
7.208333333,126.7834065
7.291666667,127.3225327
7.375,127.8593529
7.458333333,128.393735
7.541666667,128.9255543
7.625,129.4546858
7.708333333,129.9810071
7.791666667,130.504399
7.875,131.024746
7.958333333,131.5419375
8.041666667,132.0558684
8.125,132.5664397
8.208333333,133.0735595
8.291666667,133.5771438
8.375,134.0771172
8.458333333,134.5734138
8.541666667,135.065978
8.625,135.5547656
8.708333333,136.0397444
8.791666667,136.5208952
8.875,136.9982129
8.958333333,137.4717069
9.041666667,137.9414029
9.125,138.4073433
9.208333333,138.8695881
9.291666667,139.3282163
9.375,139.7833266
9.458333333,140.2350389
9.541666667,140.6834944
9.625,141.1288576
9.708333333,141.5713168
9.791666667,142.011085
9.875,142.4484014
9.958333333,142.8835317
10.04166667,143.3167691
10.125,143.7484354
10.20833333,144.1788815
10.29166667,144.6084877
10.375,145.0376645
10.45833333,145.4668527
10.54166667,145.8965233
10.625,146.3271773
10.70833333,146.7593449
10.79166667,147.1935849
10.875,147.630483
10.95833333,148.07065
11.04166667,148.5147188
11.125,148.9633421
11.20833333,149.4171874
11.29166667,149.876933
11.375,150.3432618
11.45833333,150.8168546
11.54166667,151.2983826
11.625,151.7884983
11.70833333,152.2878255
11.79166667,152.7969484
11.875,153.3163996
11.95833333,153.8466466
12.04166667,154.3880792
12.125,154.9409947
12.20833333,155.505584
12.29166667,156.0819181
12.375,156.6699351
12.45833333,157.2694285
12.54166667,157.8800378
12.625,158.5012409
12.70833333,159.1323501
12.79166667,159.7725112
12.875,160.4207062
12.95833333,161.0757603
13.04166667,161.7363527
13.125,162.4010311
13.20833333,163.0682321
13.29166667,163.7362982
13.375,164.4035075
13.45833333,165.0680948
13.54166667,165.7282823
13.625,166.3823042
13.70833333,167.0284338
13.79166667,167.6650085
13.875,168.2904522
13.95833333,168.9032981
14.04166667,169.5021963
14.125,170.0859388
14.20833333,170.6534628
14.29166667,171.2038574
14.375,171.7363673
14.45833333,172.2503918
14.54166667,172.7454817
14.625,173.2213335
14.70833333,173.6777819
14.79166667,174.1147899
14.875,174.5324388
14.95833333,174.9309165
15.04166667,175.310506
15.125,175.6715733
15.20833333,176.0145556
15.29166667,176.3399504
15.375,176.648304
15.45833333,176.9402021
15.54166667,177.2162598
15.625,177.4771134
15.70833333,177.7234122
15.79166667,177.9558135
15.875,178.174973
15.95833333,178.381543
